,link,title,premise,post_time,highlight,information,detail
73,th.jobsdb.com/th/jobs/in-sathorn/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Engineer," & Bangkok Industrial Gas Co., Ltd. & Sathorn",2d ago," & Data Architecture/ Data Engineer/ Data Science & ETL, SQL, Python, AWS Cloud, Azure, R Code, C# & Scala, Spark, Apache Airflow","Career LevelMiddleQualificationDegreeYears of Experience3 yearsJob TypeFull Time, PermanentCompany Websitehttps://www.argyllscott.co.th/Job FunctionsInformation Technology (IT), Others, Data Scientist &&& IndustryHuman Resources Management/Consultancy","About Our Client
Argyll Scott Thailand, a Hydrogen Group's recruitment consultancy firm, is working with a leader in the private sector of IT and digital solutions in Thailand. They are now looking for a Data and Analytics Engineer (Big Data) - Mid to Senior Level to join their team in Bangkok.
Responsibility:
Understand customer requirement
Provide on-site IT support and maintenance services to customer.
Develop & provide consultation to customer on the design, setup, and implementation of the Big Data Technology & infrastructure.
Introduce new technology & IT solutions to help customer improve work process.
Manage projects and effectively resolve customer issues
Work closely with the team to ensure timely completion of client deliverables.
Prepare service report and documents to customer.
Qualifications:
Bachelor's Degree in Computer Engineering, Computer Science, Electronics, Telecommunication, or other IT related fields.
Min 2 years' experience for Engineer Level
Min 5 years' experience for Senior Engineer Level
Basic knowledge of Software installation and setting up
Basic knowledge of Linux/Unix Operating System and TCP/IP Networking.
Shell script, Basic SQL language skill
High ability to learn new technology
Knowledge of RDBMS System such as SQL Server, MySQL, PostgresQL (+Plus)
Big Data Technology such as Hive, Impala (+Plus)
Basic Python Programming (+Plus)
Collaborate in project planning and system design
Good communication skills
Service minded
Argyll Scott Asia is acting as an Employment Agency in relation to this vacancy."
74,th.jobsdb.com/th/jobs/in-sampantawong/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Engineer, & Tong Hua Holding Public Company Limited & Sampantawong,2d ago, & Quick Learner & Strong problem-solving and analytical skills & Build innovative data solutions,"Career LevelMiddleQualificationDegreeYears of Experience5 yearsJob TypeFull Time, PermanentCompany Websitehttp://www.tcp.comJob FunctionsInformation Technology (IT), DBA, Others, Data Scientist &&& IndustryFood and BeverageBenefits & OthersLife insurance, Medical insurance, Performance bonus, Work from home, Five-day work week","Key Responsibility
Create and maintain data lake and data warehouses for reporting or analysis
Design, implement, and manage end-to-end data pipelines (ETL, data streaming, and warehousing) to ensure data is easily accessible for analysis on Azure Data Factory and other related tools
Assemble large, complex data sets that meet functional / non-functional business requirements
Design and implement data catalog
Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources
Work with other Data teams i.e., Data Scientist, Business Intelligence to ensure that initiatives are aligned, and data integrity standards are adhered to
Drive the prioritization, strategy, and focus to solve user problems
Evaluate existing tools / solutions for every new use case and build one if necessary
Identify and troubleshoot any issue in data pipeline
Data mining
Qualification
Bachelor's or Master degree in related field.
Experience in (Mandatory):
ETL Analyst Developer (SQL, Python, Spark)
Azure Data Engineer (Azure SQL Database, Azure Data Lake, Azure Data Factory, Azure SQL Data Warehouse)
Experience in (Optional):
ETL Analyst Developer (SSIS)
Azure Data Engineer (Azure Service Bus, Azure Databricks, Azure Synapse)
Good Knowledge of Data Warehousing
Ability to collaborate cross-functionally
Structured approach and teamwork
Please submit your complete resume in English and stating your expected salary.
Shortlisted candidates will be notified."
75,th.jobsdb.com/th/jobs/in-pathumwan/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Scientist, & LINE Company (Thailand) Limited & Pathumwan,5d ago, & 5+ years of machine learning & data scientist exp. & Experience with the Hadoop ecosystem & Strong SQL skills,"Career LevelMiddleQualificationDegreeYears of Experience3 yearsJob TypeFull Time, PermanentCompany Websitehttp://www.krungsri.comJob FunctionsInformation Technology (IT), Others, Banking / Finance, Risk Management, Data Scientist &&& IndustryFinancial ServicesBenefits & OthersDental insurance, Life insurance, Medical insurance, Performance bonus, Five-day work week","Build models using predictive analytics, statistics, optimization, machine learning (i.e. XGB, Neural Network), and/or other modelling techniques for credit risk modeling and other alternative risk models for Risk Management.
Conduct model development methodology an executive presentation and present to get approval from Risk Data Intelligence and Modeling Analytics Head and CRO
Build and deploy analysis dashboard using BI tools e.g. Tableau, PowerBI to have multi-level features such as summary, enquiry, drill-down to answer several questions from business
Working with IT and business teams to get business requirements on model related projects
Research on new technology in Machine Learning, Artificial Intelligence, Re-inforcement Learning or related fields
Have a “Eager to learn new things and technologies” and “Can-do” mindset
Qualifications:
Bachelor and/or Master’s degree in Statistics, Mathematics, Economics, Computer Science, Information Technology, MIS, IT, or any related fields
Experience in Consumer Finance products e.g. Credit card, Sale Finance and Personal loan
Experience in the data science lifecycle including data understanding, modeling and implementation
Experience in SAS, Python, SQL programming
Experience in Cloud technology e.g. AWS, Google Cloud Platform is a plus
Experience using business intelligence tools (e.g. Tableau, Power BI) and Big data frameworks (e.g. Hadoop, Hive)
Excellence in communication and data storytelling
Good remuneration package will be rewarded and also excellent future career growth opportunity is available for the right candidate
Human Resources Department
Krungsri Consumer
Krungsri Ploenchit Tower
550 Ploenchit Road, Lumphini,Pathumwan, Bangkok 10330
Contact person : Anupong (Beer)
Tel :097-2108111"
76,th.jobsdb.com/th/jobs/in-bangrak/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Engineer, & Accenture Thailand & Bangrak,2d ago," & SQL, Databricks, Data Warehouse, Apache Spark & Data integration, transformation, migration & Competitive Salary and Benefits","Career LevelEntry LevelQualificationDegreeYears of Experience1 yearJob TypeFull TimeJob FunctionsMedia & Advertising, Strategic Planning, E-commerce, Business Development, Information Technology (IT), Data Scientist &&& IndustryInformation TechnologyBenefits & OthersDental insurance, Education allowance, Medical insurance, Performance bonus, Work from home, Five-day work week, Flexible working hours","Job Description
Data and Technical
Explore and understand large enterprise data sets (‘big data’) with varying complicity to lead effective analysis delivery
Work closely with data engineering and IT teams to extract the data/ set up processes required for different business functions and analysis
To be able to handle enterprise wide large datasets with flexibility in learning new platforms/ techniques and coding languages (e.g. SQL/ SAS/ Python/
Spark/ R/ VBA/ Python Dash/ Shiny/ Tableau/ other development platforms/ BI Tools) for analysis/ solution delivery
Custom and Insight Analysis
Understand clear business objectives, and be able to use varied data sources to draw insights & recommendations with a clear call to action
Be proficient with one or more analysis/ BI platforms/ tools and be flexible to learn more on the job to be able to solve the problem at hand
Work closely with both internal (commercial) stakeholders, and external clients to present/ convince and share recommendations and own analytic work plan
Support different business functions e.g. Merchandizing/ Pricing/ Operations/ CRM/ Media functions for insight needs
Giving recommendations on GTM strategy, channel, product, media, price, and promotion strategies
Analytical Solution Development/ SaaS Integration
Build and deploy basic KPI tracking tools/ dashboards, segmentation/ analysis, or productionization of statistical models by integration with existing SaaS solutions platform depending on business objectives
Be able to come up with an analytical framework to not only solve business questions but lead to the scalable commercialization of insights/ measurements or Business intelligence tools/ implementation frameworks
Stay on top of technical (coding) and statistical/ Machine Learning/ AI tools and techniques to recommend the best approach which is commercially viable, easy to interpret, and practical for businesses without hand holding
Requirement
Master’s degree in Mathematics/ Statistics/ Computer Science/ Business Management/ Analytics/ Data Science required
Experienced in working with analytics tools and techniques is mandatory.
On the job, recent, hands-on experience in coding/ statistical analysis/ and data management tools is a must.
Experience in Retail/ CPG/ Consumer Finance/ Telecom/ Pharmacy analytics is desirable.
Experience in working with customer focused, performance driven organizations is a plus
Technical: SQL/ SAS/ Python/ Spark/ R/ VBA/ Python Dash/ Shiny/ Tableau/ other development platforms/ BI Tools"
77,th.jobsdb.com/th/jobs/in-yannawa/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,AI / Machine Learning Engineer (Hybrid working), & Krungsri Bank (Bank of Ayudhya PCL.) & Yannawa,6d ago," & Machine Learning system & Natural Language Processing & Python, API, Scikit-learn, Tensorflow or PyTorch","Career LevelMiddleQualificationDegreeYears of Experience5 yearsJob TypeFull Time, PermanentCompany Websitehttp://www.scg.comJob FunctionsInformation Technology (IT), DBA, IT Project Management / Team Lead, Others &&& IndustryChemical/Plastic/Paper/PetrochemicalBenefits & OthersDental insurance, Life insurance, Medical insurance, Five-day work week","ตำแหน่ง Data Analytics
แผนก Prompt Plus platform
ฝ่าย SCG Distribution NEXT
บริษัท SCG Distribution

ลักษณะงานโดยย่อ
รับผิดชอบการดูแลระบบ AI Chatbot และ AI recommend product สามารถ training model ต่างๆทำให้ระบบมีความสามารถมากขึ้น เพื่อรองรับการขายสินค้าบน platform online และ Line official รวมถึงดูแลการทำ data scraping เปรียบเทียบข้อมูลต่างๆ

หน้าที่งาน
1. เข้าใจ database และโครงสร้างระบบข้อมูลจำเป็น รวมถึงระบบการทำงานของ platform online
2. training model
3. ดูแลระบบข้อมูลการทำ data scraping เปรียบเทียบข้อมูลต่างๆ
4. สามารถทำความเข้าใจ coding แก้ไขและปรับปรุงให้มีประสิทธิภาพมากขึ้น

คุณสมบัติ
1. จบการศึกษาระดับปริญญาตรี เฉลี่ยระดับป.ตรี ไม่ต่ำกว่า 2.70 ระดับป.โทไม่ต่ำกว่า 3.30
2. มีประสบการณ์การทำงานด้านการจัดซื้อ จัดหา อย่างน้อย 5-7 ปี
3. มีความชำนาญในการใช้โปรแกรม Google cloud platform, SQL, POWER BI, Python
4. สามารถสื่อสารภาษาอังกฤษได้ (TOEIC มากกว่า 550)
5. มีความรับผิดชอบในหน้าที่ เรียนรู้ได้เร็ว และมีความเข้าใจในธุรกิจขายสินค้า Online"
78,th.jobsdb.com/th/jobs/in-phayathai/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Business Data Science, & Pruksa Real Estate Public Company Limited & Phayathai,2d ago, & At least 1 years working experience & exp. in Business Intelligence or Business Analyst & Computer Science,"Career LevelEntry LevelQualificationDegreeYears of ExperienceN/AJob TypeFull Time, PermanentCompany Websitehttp://www.cpfworldwide.comJob FunctionsProfessional Services, Business Analysis / Data Analysis &&& IndustryFood and BeverageBenefits & OthersLife insurance, Medical insurance, Performance bonus","Responsibilities:
- พัฒนาการวิเคราะห์ข้อมูล การแก้ปัญหาโดยใช้คณิตศาสตร์และภาษาคอมพิวเตอร์ทางสถิติ เช่น ภาษา R, Python, SQL สำหรับการวิเคราะห์ข้อมูลเชิงปริมาณและคุณภาพ
- บูรณาการ (Integrate) ระบบงาที่มีอยู่ เช่น ilab, IQC, RM Online กับข้อมูลผลการทดสอบได้อย่างรวดเร็วและมีประสิทธิผล
- สามารถใช้เครื่องมือในการสร้างระบบการคิดด้วย Machine Learning หรือ Deep Learning เพื่อยกระดับการตรวจสอบคุณภาพ
- ปฏิบัติหน้าที่และความรับผิดชอบอื่นๆ ตามที่ได้รับมอบหมาย

Qualification:
- ปริญญาตรีขึ้นไป สาขา Data Science, MIS, Computer Science, Applied Statistics หรือสาขาอื่นที่เกี่ยวข้อง
- ยินดีต้อนรับนักศึกษาจบใหม่
- มีทักษะความเป็นผู้นำ ทักษะในการคิดวิเคราะห์ ทักษะการสื่อสาร 
- ทำงานวันจันทร์-วันเสาร์ : 6 วัน/สัปดาห์"
79,th.jobsdb.com/th/jobs/in-bangrak/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Backend Python Developer," & DIGITAL ORGANIC CO., LTD & Bangrak",3d ago,,"Career LevelEntry LevelQualificationDiploma of High Vocational EducationYears of ExperienceN/AJob TypeFull Time, PermanentJob FunctionsInformation Technology (IT), Application Specialist - Software, Programming / Software Development &&& IndustryInformation TechnologyBenefits & OthersDental insurance, Life insurance, Medical insurance, Performance bonus, Five-day work week, Flexible working hours","Jobs Description - Python Django Developer

We are looking for a Python Django Developer who loves to work with a great team and learn new technology together. Responsibilities will include turning the UI/UX design wireframes into a working application. You will work with a team of designers and System Engineers to ensure the technical feasibility of UI/UX designs and very robust systems.

Responsibilities - Python Django Developer
Design, develop and maintain modern web applications with the Python Django Framework.
Co-design Workflow, UX / UI, Databases, and various Logic used in the system.
Develop cutting-edge web applications with the User Experience (UX / UI) team.
Develop web applications with standard development processes (Git, CI, CD).
Learn and develop core knowledge to be proficient from OS, Network, Monitoring, Log, DevOps, SysOps, as well as techniques for thinking, developing, and solving various system problems.
Skills And Qualifications (Python Django Developer )
Proficient in the Python Django Framework
Graduated from a computer related field.
Good understanding of HTML5, CSS3, Bootstrap4, Javascript, Sass, python
Have experience in Relational Database or NoSQL database design
Have knowledge and understanding in development process (design, development, QA, deployment, Git)
Understanding Design Pattern (Software Design)
Understanding the SOLID Principle, MVC design pattern และ Object Oriented Programming 
Have a love for initiating new things And solve problems creatively
Have a love for learning new technology
Love Python"
80,th.jobsdb.com/th/jobs/in-klongtoey/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,DATA SCIENTIST, & Vinarco Services (Thailand) Limited & Klongtoey,4d ago," & Data sources and data gathering techniques & SQL, Python, R, Matlab, PowerBI, Spotfire & Machine learning, cloud computing and big data","Job TypeFull Time, PermanentCompany Websitehttp://stelligence.com/Job FunctionsInformation Technology (IT), DBA, Data Scientist &&& IndustryGeneral Business ServicesBenefits & OthersDental insurance, Life insurance, Medical insurance, Overtime pay, Performance bonus, Work from home, Five-day work week","Responsibilities: 
Work with customers to support data projects such as requirement gathering, data transformation, report, data analytics.
Design and develop automated data pipelines for the large-scale applications including data extraction, data ingestion, data modelling, and data transformation. 
Understand different data sources like API, RDBMS, or flat files to perform data extraction and data ingestion.
Understand different data processing and develop ETL or ELT from the requirements. 
Understand customer requirements and communicate with our clients to achieve their goals. 
Other tasks as assigned such as PoC or documentation
Qualifications: 
Bachelor’s degree or higher in Computer Engineering, Computer Science, IT, or related fields 
Knowledge in AWS for data components such as S3, Redshift, or Amazon Data Pipeline
Knowledge in RDBMS, data warehouse, and data lake
(Is a plus) Good English communication (written/verbal), and facilitation skills
(Is a plus) Knowledge in SAP HANA and SAP ECC6"
81,th.jobsdb.com/th/jobs/in-phayathai/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Scientist (Forth Vending - Tao Bin), & Forth Vending Company Limited & Phayathai,5d ago, & Data Scientist & Data & Big Data,"Job TypeFull Time, PermanentCompany Websitehttp://www.g-able.comJob FunctionsInformation Technology (IT), Network & System &&& IndustryInformation TechnologyBenefits & OthersDental insurance, Life insurance, Medical insurance, Performance bonus, Work from home, Five-day work week, Flexible working hours","Job Description:
•       Work Independently or in team to provide big data infrastructure to solve big data requirement in mid-to-large organization
• Develop end-to-end data analytics processes including, integrate, transform, analyze and visualization. By using our big data software.

Requirement:
• 2+ years of proven experienced in big data project implementation
• Bachelor’s Degree or Master's degree in Computer engineer, Computer science, IT, or related fields
• Experienced and good understanding in data ingestion, data cleansing and transformation
• Experienced in big data platform is a plus
• Experienced in Infrastructure such as Network, Operating system is a plus
• Experienced in SQL is a plus"
82,th.jobsdb.com/th/jobs/in-huaykwang/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Quantitative Analyst/นักวิเคราะห์เชิงปริมาณ," & AIGEN CO., LTD. & Huaykwang",2d ago," & Min. Bachelor, 2-5 yrs. experience & Problem solver, strong prog. & analytical skill & Flex hrs., Health ins., Prov. Fund","Job TypeFull Time, PermanentJob FunctionsInformation Technology (IT), MIS, Marketing / Public Relations, Market Research, Data Scientist &&& IndustryInsurance/Pension FundingBenefits & OthersDental insurance, Education allowance, Life insurance, Medical insurance, Performance bonus, Work from home, Five-day work week, Flexible working hours","Responsibilities:
Maintain and enhance insight and campaign data marts used for statistical modeling.
Develops and executes statistical analyses to meet business objectives and goals which include but not limited to cross-sell, up-sell, decision-tree, next-best-offer analyses, and customer/agent segmentations.
Perform the data processing of the pre-modeling/pre-scoring data preparation.
Provide results of analyses.
Capture analytical requirements that the current information from source systems do not support in order to provide additional business inputs to the Enterprise Data Warehouse project after enterprise data warehouse go-lives as well as implement the solution.
More for Data Scientist:
Develop models employing appropriate statistical and machine-learning techniques/methods such as Multivariate Regression, clustering, decision-trees, random forest etc. using R or Python under the supervision of a senior data analyst

Qualifications:
Bachelor’s degree or higher in Statistics, Decision Science, Mathematics, or related fields is preferred
Coding skills in SQL, and Python is a must
At least 1 year of work experience in statistical modeling with knowledge of different kinds of regression, Chi-Square Test, T-Test
Proficient in English and Thai: Reading, Writing, Conversing
Strong statistical background and analytical skills
Working experience with data visualization tools like Power BI, Tableau, Data Studio, and Qlik
Talent Acquisition Team, Human Resources Management Department (Head Office)
Muang Thai Life Assurance Public Company Limited
250 Ratchadaphisek Rd., Huaykwang, Bangkok 10310
Website: www.muangthai.co.th
Line Official Account: @mtlcareer
LinkedIn: Muang Thai Life Assurance Public Company Limited"
83,th.jobsdb.com/th/jobs/in-jatuchak/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Science Consultant," & SCB TECH X CO., LTD. & Jatuchak",1d ago," & Opportunity to work with Tech-Driven Company & Hybrids Working, 2 days in Office, 3 days WFH & Well-Being and Flexi Benefits","Job TypePermanentCompany Websitehttp://www.jac-recruitment.co.thJob FunctionsInformation Technology (IT), Data Scientist &&& IndustryHuman Resources Management/Consultancy","Analyzing and mining business data to identify patterns and correlations among the various data points.
Ensure delivery of regular reports on time and without error.
Identify and investigate trends, anomalies and opportunities to improve company’s business strategy.
Work with stakeholders in your team to understand their business needs and identify opportunities for analysis insight to inform their decision-making.
Defining the business problem.
Determining the analytical approach with your team, efficiently extract relevant data.
Appropriately use statistical and data analysis techniques.
Communicating your findings using impactful visualizations.
Balance multiple priorities, updating stakeholders on progress and expected delivery.
Encourage and train department members in best practice use of company data, analysis techniques and interpretation.
Qualification:
Bachelor’s degree or higher in IT, Computer Science, Marketing, mathematics, statistics, data science or related technical field.
Minimum three years of hands-on experience applying machine learning techniques to build models coordinated into applications or research.
Strong working knowledge of machine learning/data mining algorithms (deep learning, classification, clustering, etc).
Hadoop, Spark, Hive, Kafka and NoSQL databases a must.
Able to conduct statistical analysis or experimentation with a business focus.
Explore and analyze datasets with Excel, understand and build complex spreadsheets.
Visualization, BI tool, Banking & Financial experience is a plus.
(advantage).
Fluently in English speaking & writing.
JAC Recruitment Ltd.
10F, Emporium Tower, 622, Soi 24, Sukhumvit Road, Klongton, Klongtoey, Bangkok 10110
M: 066-097-2955
Contact: Jansiri (Jeab) – MNC IT Team"
84,th.jobsdb.com/th/jobs/in-jatuchak/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Engineer (Junior/Senior), & MFEC Public Company Limited & Jatuchak,2d ago, & Data Pipeline Framework & Knowledge in Data structure and Data warehouse & Competitive salary with high benefits,"Career LevelSeniorQualificationDegreeYears of Experience3 yearsJob TypeFull TimeJob FunctionsBanking / Finance, Analysis, Information Technology (IT), Data Scientist &&& IndustryInformation TechnologyBenefits & OthersDental insurance, Life insurance, Medical insurance, Performance bonus, Work from home, Five-day work week, Flexible working hours","Job Description
Responsibilities:
Collaborate and work closely with cross-function business to identify gaps and structure problems.
Using data to figure out market and business trends to increase profits and efficiency.
Generating accurate key measurements performance reports in timely manner ; including consistently monitoring and update to both local and regional teams.
Perform ad-hoc analysis to analyze business cases and user behaviors.
Develop interactive reports or visuals to support business users.
Develop processes and tools to monitor and analyze model performance and data accuracy.
Gain fluency in our business domain expertise.
Explore data sources to better understand the availability and quality/integrity of data.
Qualification
Degree in computer engineering, computer science, information systems, or any related field.
Over 5 years of Data analysis related roles.
Experience using data analysis languages such as SQL, Python.
Strongly expertise on analytical frameworks to apply with business process.
Experience using data visualization tools (e.g. Tableau, Google Data Studio, Google Analytics or similar, Tableau skills preferred).
Ability to meet critical deadlines and prioritize multiple tasks in a fast-paced environment.
Ability to work independently, have strong problem solving and organization skills, with a high initiative and a sense of accountability and ownership.
Excellent written and verbal communication skills for coordinating across teams.
Good communication skills in English."
85,th.jobsdb.com/th/jobs/in-klongtoey/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Scientist, & Colgate-Palmolive (Thailand) Limited & Klongtoey,4d ago," & Google Data Studio, Power BI, Python & Min 2 yr exp in Data Scientist, Data Visualization & Location Klongtoey, Not connect to BTS/MRT","Career LevelEntry LevelQualificationDegreeYears of Experience3 yearsJob TypeFull Time, PermanentCompany Websitehttps://careers.centralgroup.com/Job FunctionsEngineering, Others, Information Technology (IT), Others, Data Scientist &&& IndustryWholesale / RetailBenefits & OthersDental insurance, Performance bonus, Five-day work week","Key Roles and Responsibilities

Work with data and technology infrastructure to solve business problems and improve processes
Use agile development processes to iteratively make improvements to our back-end systems
Model front-end and back-end data sources to help draw a more comprehensive picture of user flows throughout our system and enable powerful data analysis
Ensure data pipelines that clean, aggregate and transform data from disparate sources
Work closely with data science and business analytics teams to develop data models and pipelines for research, reporting, and machine learning
Be an advocate for best practices and continued learning

Qualifications

Bachelor’s degree in computer science, information technology, engineering, or equivalent
3 or more years of experience with a query programming language
Experience building and maintaining ELT/ETL processes
Familiar with a cloud platform and ecosystem
Communication skills, especially explaining technical concepts to non-technical business users/leaders
Previous retail and ecommerce experience is a significant plus
Strong logical thinking skills and experience of how to approach complex problems
Passion and extreme curiosity

For more detail, please contact me 094-365-1956 (K.Atikhun)"
86,th.jobsdb.com/th/jobs/in-pravet/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,"Data Scientist, Advanced Analytics", & PANDORA & Pravet,4d ago, & Identify valuable insights & in-depth business cases via data mangling & Advanced statistical analysis,"Job TypeFull Time, PermanentCompany Websitehttps://www.bizcuitsolution.com/Job FunctionsInformation Technology (IT), DBA, MIS, Data Scientist &&& IndustryInformation TechnologyBenefits & OthersDental insurance, Gratuity, Medical insurance, Performance bonus, Travel allowance, Work from home, Five-day work week, Flexible working hours","Bizcuit prides itself on immense understand towards analytic discipline. This dates back to our preceding journey as At Vantage, one of leading local marketing research firms in Thailand. Today, we are relying on our backbone strength in business mind to work in tandem with the latest technology in data analytics to turn business insight into business action.


Data Engineer (Senior Level)

Responsibilities
Providing technical guidance related to data architecture, data models, and metadata management to both business and IT/Development personnel.
Interact with the Data Analytic as well as Business Development divisions to understand and finalize all data requirements to act as foundation for business insights exploration Participate in Data modeling and testing during UAT
Interact with the client team to connect the data models corresponding with the requirements to develop business insights
Pinpoint and extract relevant data point to solve analytical problems; ensure development teams have the required data
Define and implement data flows through and around focused products or analysis workflow
Build, automate and maintain real-time and batch data ingestion and transformation ELT pipeline
Participate in Data modeling and testing during UAT
Take part in Build, monitor, improve metadata, data quality and data governance Solution and Technology Enabler
Qualification
Minimum of 2 years relevant work-experience as a data engineer or database designing and authoring background
Experience with advanced data management systems (e.g., Teradata, Hadoop etc.)
Experience in handling high volume data management in term of analytics and ETL.
Experience with data pipeline and workflow tools such as Talend, Azkaban, Airflow, Nifi.
Experience with data connection for data visualization tools such as Power BI, Tableau.
Experience in Cloud-based software development, deploy software on Cloud (Microsoft Azure is preferred)
Strong coding skill in SQL and at least one of Python, Java, Scala, shell scripting and/or similar languages.
Familiar with APIs, JSON, REST and other relevant W3C open standards.
Version control systems such as Git, Bitbucket, etc.
Deep knowledge of relational and non-relational database; Hands on experience in data warehouse.
Experience with CI/CD (Container, Kubernetes, Jenkins) is a plus
Benefit Expectation
50,000 - 75,000THB
Please send your CV along with contact information to us and we shall contact you back as soon as possible."
87,th.jobsdb.com/th/jobs/in-yannawa/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,IT - Data Scientist, & Bank of Ayudhya Public Company Limited (Ayudhya Capital Auto) & Yannawa,4d ago," & PL/SQL database and big data Concepts & Hadoop, Spark, Hive or Python & Senior Level","Career LevelEntry LevelQualificationDegreeYears of Experience5 yearsJob TypeFull Time, PermanentCompany Websitehttps://www.linkedin.com/company/central-digital-crc/mycompany/Job FunctionsInformation Technology (IT), Data Scientist &&& IndustryInformation TechnologyBenefits & OthersDental insurance, Medical insurance, Performance bonus, Work from home, Five-day work week, Flexible working hours","Responsibilities
Establish best practices in continuous integration and continuous deployment among a variety of internal Data solutions.
Help build and foster developer-friendly deployments and proper release management.
Uncover pain points and opportunities to accelerate delivery
Promote strong quality control and security practices through continuous integration and continuous deployment implementations.
Work with multiple teams to deliver complex and cutting-edge Data solutions for a growing business.
Evangelize and drive stellar DevOps practices across the entire engineering team.
Diagnose and develop root cause solutions for failures and performance issues related to infrastructure, configuration, and deployments in production & non-production environment.
Create tools and deployment systems that enable high feature velocity and developer quality of life.
Setup monitoring systems and application metrics as well as supervise them for prediction/detection of failures.
Experimenting with emerging technologies and prototypes and understanding how they will impact what comes next.
Be an awesome team member of the Central Data Technology team.
Qualifications and Competencies:
BS degree in Computer Science or a related technical field or equivalent practical experience.
5+ years of related DevOps engineering experience.
Must be comfortable coding in at least one of the following: Java, Python, GO, Perl.
Significant knowledge and experience in Data Solutions, Automation, Systems Engineering, and Operations.
Experience designing and deploying dynamically scalable, highly available, fault tolerant, and reliable applications.
Working experience in platform and configuration management frameworks (Ansible, Terraform, Cloud Formation, Chef, etc.).
Experience working to automate, operationalize and improve the Development/QA using CI/CD tools (Gitlab, Github, TeamCity, Jenkins, Maven, Gradle, Nexus).
Solid understanding of Git including branching and merging strategies
Experience with cloud platforms, virtualization platforms such as (GCP, AWS, Azure, Docker, Snowflake etc.), Cloud Management and Cloud Analytics.
Experience with Docker/Kubernetes/Openshift would be an asset.
Experience with monitoring software (App-Dynamics, Nagios, SolarWinds).
Knowledge/experience with Application Logging, Monitoring, Performance Management such as (AppDynamics, Dynatrace, New Relic).
Experience with performance testing and load testing tools."
