,link,title,premise,post_time,highlight,information,detail
173,th.jobsdb.com/th/jobs/in-phayathai/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Scientist (Forth Vending - Tao Bin), & Forth Vending Company Limited & Phayathai,4d ago, & Data Scientist & Data & Big Data,"Career LevelEntry LevelQualificationDegreeYears of ExperienceN/AJob TypeFull TimeCompany Websitehttps://www.yusen-logistics.com/Job FunctionsEngineering, Industrial &&& IndustryFreight Forwarding/Delivery/Shipping","Scope & Responsibilities:
Coordinate with operation and relevant parties to improve operational efficiency
Analyze and identify improvement opportunity
Drive and support operation to implement and maintain Yusen Excellent System Program
Review Kaizen application for monthly and annual award competition
Organize and drive 5S activity at Head Office and coordinate 5S activity with branches
Provide Kaizen & 5S knowledge training and activity to enhance Kaizen & 5S culture
Other tasks as assigned by superior.
Qualifications:
Bachelor's degree in Engineering, Logistics, Industrial Technology Management and Science fields
At least 0-2 years experienced in Logistics or Process Improvement area (Welcome New graduated)
Knowledge in Productivity Improvement is preferable
High attention to detail and has excellent analytical skill.
Ability in Microsoft Office, particularly in Excel and Word.
Good command of spoken and written in English (TOEIC score 700 up or above)
Location: Bangkok (Klongtoey), MRT Queen Sirikit Center.
We offer an attractive remuneration package to the successful candidate with exciting and challenging roles in our progressive organization.
Interested applicants, please submit your updated English resume (Only) with current & expected salary  via APPLY NOW
                                                Yusen Logistics (Head Office)
                          2525 One, Two FYI Center, 2nd, 6th, 7th Fl., Rama 4 Rd.,
                                              Klongtoey, Klongtoey, Bangkok 10110
                             Tel. 02-034-8436 and 02-034 8285  Fax. 02-034-8666
Only shortlisted candidates will be notified."
174,th.jobsdb.com/th/jobs/in-phayathai/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Engineer, & Aware Outsourcing Services Corporation (Thailand) Ltd. (AOS) & Phayathai,1d ago," & Data Engineering, ETL & Work 5-day/week, Hybrid Work Environment & Good salary, generous benefits & welfare","Career LevelEntry LevelQualificationDegreeYears of ExperienceN/AJob TypeFull TimeCompany Websitehttps://www.yusen-logistics.com/Job FunctionsEngineering, Industrial &&& IndustryFreight Forwarding/Delivery/Shipping","Scope & Responsibilities:
Coordinate with operation and relevant parties to improve operational efficiency
Analyze and identify improvement opportunity
Drive and support operation to implement and maintain Yusen Excellent System Program
Review Kaizen application for monthly and annual award competition
Organize and drive 5S activity at Head Office and coordinate 5S activity with branches
Provide Kaizen & 5S knowledge training and activity to enhance Kaizen & 5S culture
Other tasks as assigned by superior.
Qualifications:
Bachelor's degree in Engineering, Logistics, Industrial Technology Management and Science fields
At least 0-2 years experienced in Logistics or Process Improvement area (Welcome New graduated)
Knowledge in Productivity Improvement is preferable
High attention to detail and has excellent analytical skill.
Ability in Microsoft Office, particularly in Excel and Word.
Good command of spoken and written in English (TOEIC score 700 up or above)
Location: Bangkok (Klongtoey), MRT Queen Sirikit Center.
We offer an attractive remuneration package to the successful candidate with exciting and challenging roles in our progressive organization.
Interested applicants, please submit your updated English resume (Only) with current & expected salary  via APPLY NOW
                                                Yusen Logistics (Head Office)
                          2525 One, Two FYI Center, 2nd, 6th, 7th Fl., Rama 4 Rd.,
                                              Klongtoey, Klongtoey, Bangkok 10110
                             Tel. 02-034-8436 and 02-034 8285  Fax. 02-034-8666
Only shortlisted candidates will be notified."
175,th.jobsdb.com/th/jobs/in-huaykwang/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Quantitative Analyst/นักวิเคราะห์เชิงปริมาณ," & AIGEN CO., LTD. & Huaykwang",1d ago," & Min. Bachelor, 2-5 yrs. experience & Problem solver, strong prog. & analytical skill & Flex hrs., Health ins., Prov. Fund","Career LevelEntry LevelQualificationDegreeYears of ExperienceN/AJob TypeFull TimeCompany Websitehttps://www.yusen-logistics.com/Job FunctionsEngineering, Industrial &&& IndustryFreight Forwarding/Delivery/Shipping","Scope & Responsibilities:
Coordinate with operation and relevant parties to improve operational efficiency
Analyze and identify improvement opportunity
Drive and support operation to implement and maintain Yusen Excellent System Program
Review Kaizen application for monthly and annual award competition
Organize and drive 5S activity at Head Office and coordinate 5S activity with branches
Provide Kaizen & 5S knowledge training and activity to enhance Kaizen & 5S culture
Other tasks as assigned by superior.
Qualifications:
Bachelor's degree in Engineering, Logistics, Industrial Technology Management and Science fields
At least 0-2 years experienced in Logistics or Process Improvement area (Welcome New graduated)
Knowledge in Productivity Improvement is preferable
High attention to detail and has excellent analytical skill.
Ability in Microsoft Office, particularly in Excel and Word.
Good command of spoken and written in English (TOEIC score 700 up or above)
Location: Bangkok (Klongtoey), MRT Queen Sirikit Center.
We offer an attractive remuneration package to the successful candidate with exciting and challenging roles in our progressive organization.
Interested applicants, please submit your updated English resume (Only) with current & expected salary  via APPLY NOW
                                                Yusen Logistics (Head Office)
                          2525 One, Two FYI Center, 2nd, 6th, 7th Fl., Rama 4 Rd.,
                                              Klongtoey, Klongtoey, Bangkok 10110
                             Tel. 02-034-8436 and 02-034 8285  Fax. 02-034-8666
Only shortlisted candidates will be notified."
176,th.jobsdb.com/th/jobs/in-jatuchak/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Science Consultant," & SCB TECH X CO., LTD. & Jatuchak",11h ago," & Opportunity to work with Tech-Driven Company & Hybrids Working, 2 days in Office, 3 days WFH & Well-Being and Flexi Benefits","Career LevelEntry LevelQualificationDegreeYears of ExperienceN/AJob TypeFull TimeCompany Websitehttps://www.yusen-logistics.com/Job FunctionsEngineering, Industrial &&& IndustryFreight Forwarding/Delivery/Shipping","Scope & Responsibilities:
Coordinate with operation and relevant parties to improve operational efficiency
Analyze and identify improvement opportunity
Drive and support operation to implement and maintain Yusen Excellent System Program
Review Kaizen application for monthly and annual award competition
Organize and drive 5S activity at Head Office and coordinate 5S activity with branches
Provide Kaizen & 5S knowledge training and activity to enhance Kaizen & 5S culture
Other tasks as assigned by superior.
Qualifications:
Bachelor's degree in Engineering, Logistics, Industrial Technology Management and Science fields
At least 0-2 years experienced in Logistics or Process Improvement area (Welcome New graduated)
Knowledge in Productivity Improvement is preferable
High attention to detail and has excellent analytical skill.
Ability in Microsoft Office, particularly in Excel and Word.
Good command of spoken and written in English (TOEIC score 700 up or above)
Location: Bangkok (Klongtoey), MRT Queen Sirikit Center.
We offer an attractive remuneration package to the successful candidate with exciting and challenging roles in our progressive organization.
Interested applicants, please submit your updated English resume (Only) with current & expected salary  via APPLY NOW
                                                Yusen Logistics (Head Office)
                          2525 One, Two FYI Center, 2nd, 6th, 7th Fl., Rama 4 Rd.,
                                              Klongtoey, Klongtoey, Bangkok 10110
                             Tel. 02-034-8436 and 02-034 8285  Fax. 02-034-8666
Only shortlisted candidates will be notified."
177,th.jobsdb.com/th/jobs/in-klongtoey/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Engineer, & AP (Thailand) Public Company Limited & Klongtoey,1d ago, & Experience in Data Engineer or Big data & Experience in Cloud Platform & Knowledge in SQL or Python,"Career LevelEntry LevelQualificationDegreeYears of ExperienceN/AJob TypeFull TimeCompany Websitehttps://www.yusen-logistics.com/Job FunctionsEngineering, Industrial &&& IndustryFreight Forwarding/Delivery/Shipping","Scope & Responsibilities:
Coordinate with operation and relevant parties to improve operational efficiency
Analyze and identify improvement opportunity
Drive and support operation to implement and maintain Yusen Excellent System Program
Review Kaizen application for monthly and annual award competition
Organize and drive 5S activity at Head Office and coordinate 5S activity with branches
Provide Kaizen & 5S knowledge training and activity to enhance Kaizen & 5S culture
Other tasks as assigned by superior.
Qualifications:
Bachelor's degree in Engineering, Logistics, Industrial Technology Management and Science fields
At least 0-2 years experienced in Logistics or Process Improvement area (Welcome New graduated)
Knowledge in Productivity Improvement is preferable
High attention to detail and has excellent analytical skill.
Ability in Microsoft Office, particularly in Excel and Word.
Good command of spoken and written in English (TOEIC score 700 up or above)
Location: Bangkok (Klongtoey), MRT Queen Sirikit Center.
We offer an attractive remuneration package to the successful candidate with exciting and challenging roles in our progressive organization.
Interested applicants, please submit your updated English resume (Only) with current & expected salary  via APPLY NOW
                                                Yusen Logistics (Head Office)
                          2525 One, Two FYI Center, 2nd, 6th, 7th Fl., Rama 4 Rd.,
                                              Klongtoey, Klongtoey, Bangkok 10110
                             Tel. 02-034-8436 and 02-034 8285  Fax. 02-034-8666
Only shortlisted candidates will be notified."
178,th.jobsdb.com/th/jobs/in-phayathai/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Engineer, & A-HOST Company Limited & Phayathai,18h ago,,"Career LevelEntry LevelQualificationDegreeYears of ExperienceN/AJob TypeFull TimeCompany Websitehttps://www.yusen-logistics.com/Job FunctionsEngineering, Industrial &&& IndustryFreight Forwarding/Delivery/Shipping","Scope & Responsibilities:
Coordinate with operation and relevant parties to improve operational efficiency
Analyze and identify improvement opportunity
Drive and support operation to implement and maintain Yusen Excellent System Program
Review Kaizen application for monthly and annual award competition
Organize and drive 5S activity at Head Office and coordinate 5S activity with branches
Provide Kaizen & 5S knowledge training and activity to enhance Kaizen & 5S culture
Other tasks as assigned by superior.
Qualifications:
Bachelor's degree in Engineering, Logistics, Industrial Technology Management and Science fields
At least 0-2 years experienced in Logistics or Process Improvement area (Welcome New graduated)
Knowledge in Productivity Improvement is preferable
High attention to detail and has excellent analytical skill.
Ability in Microsoft Office, particularly in Excel and Word.
Good command of spoken and written in English (TOEIC score 700 up or above)
Location: Bangkok (Klongtoey), MRT Queen Sirikit Center.
We offer an attractive remuneration package to the successful candidate with exciting and challenging roles in our progressive organization.
Interested applicants, please submit your updated English resume (Only) with current & expected salary  via APPLY NOW
                                                Yusen Logistics (Head Office)
                          2525 One, Two FYI Center, 2nd, 6th, 7th Fl., Rama 4 Rd.,
                                              Klongtoey, Klongtoey, Bangkok 10110
                             Tel. 02-034-8436 and 02-034 8285  Fax. 02-034-8666
Only shortlisted candidates will be notified."
179,th.jobsdb.com/th/jobs/in-pravet/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,"Data Scientist, Advanced Analytics", & PANDORA & Pravet,3d ago, & Identify valuable insights & in-depth business cases via data mangling & Advanced statistical analysis,"Career LevelEntry LevelQualificationDegreeYears of ExperienceN/AJob TypeFull TimeCompany Websitehttps://www.yusen-logistics.com/Job FunctionsEngineering, Industrial &&& IndustryFreight Forwarding/Delivery/Shipping","Scope & Responsibilities:
Coordinate with operation and relevant parties to improve operational efficiency
Analyze and identify improvement opportunity
Drive and support operation to implement and maintain Yusen Excellent System Program
Review Kaizen application for monthly and annual award competition
Organize and drive 5S activity at Head Office and coordinate 5S activity with branches
Provide Kaizen & 5S knowledge training and activity to enhance Kaizen & 5S culture
Other tasks as assigned by superior.
Qualifications:
Bachelor's degree in Engineering, Logistics, Industrial Technology Management and Science fields
At least 0-2 years experienced in Logistics or Process Improvement area (Welcome New graduated)
Knowledge in Productivity Improvement is preferable
High attention to detail and has excellent analytical skill.
Ability in Microsoft Office, particularly in Excel and Word.
Good command of spoken and written in English (TOEIC score 700 up or above)
Location: Bangkok (Klongtoey), MRT Queen Sirikit Center.
We offer an attractive remuneration package to the successful candidate with exciting and challenging roles in our progressive organization.
Interested applicants, please submit your updated English resume (Only) with current & expected salary  via APPLY NOW
                                                Yusen Logistics (Head Office)
                          2525 One, Two FYI Center, 2nd, 6th, 7th Fl., Rama 4 Rd.,
                                              Klongtoey, Klongtoey, Bangkok 10110
                             Tel. 02-034-8436 and 02-034 8285  Fax. 02-034-8666
Only shortlisted candidates will be notified."
180,th.jobsdb.com/th/jobs/in-yannawa/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,IT - Data Scientist, & Bank of Ayudhya Public Company Limited (Ayudhya Capital Auto) & Yannawa,3d ago," & PL/SQL database and big data Concepts & Hadoop, Spark, Hive or Python & Senior Level","Career LevelEntry LevelQualificationDegreeYears of ExperienceN/AJob TypeFull TimeCompany Websitehttps://www.yusen-logistics.com/Job FunctionsEngineering, Industrial &&& IndustryFreight Forwarding/Delivery/Shipping","Scope & Responsibilities:
Coordinate with operation and relevant parties to improve operational efficiency
Analyze and identify improvement opportunity
Drive and support operation to implement and maintain Yusen Excellent System Program
Review Kaizen application for monthly and annual award competition
Organize and drive 5S activity at Head Office and coordinate 5S activity with branches
Provide Kaizen & 5S knowledge training and activity to enhance Kaizen & 5S culture
Other tasks as assigned by superior.
Qualifications:
Bachelor's degree in Engineering, Logistics, Industrial Technology Management and Science fields
At least 0-2 years experienced in Logistics or Process Improvement area (Welcome New graduated)
Knowledge in Productivity Improvement is preferable
High attention to detail and has excellent analytical skill.
Ability in Microsoft Office, particularly in Excel and Word.
Good command of spoken and written in English (TOEIC score 700 up or above)
Location: Bangkok (Klongtoey), MRT Queen Sirikit Center.
We offer an attractive remuneration package to the successful candidate with exciting and challenging roles in our progressive organization.
Interested applicants, please submit your updated English resume (Only) with current & expected salary  via APPLY NOW
                                                Yusen Logistics (Head Office)
                          2525 One, Two FYI Center, 2nd, 6th, 7th Fl., Rama 4 Rd.,
                                              Klongtoey, Klongtoey, Bangkok 10110
                             Tel. 02-034-8436 and 02-034 8285  Fax. 02-034-8666
Only shortlisted candidates will be notified."
181,th.jobsdb.com/th/jobs/in-huaykwang/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Machine Learning Engineer/วิศวกรด้านแมชชีนเลิร์นนิง," & AIGEN CO., LTD. & Huaykwang",1d ago," & Machine/deep learning & Bachelor Degree. Experience in NLP, machine vision & Flexible hrs., WFH, Health Insurance","Career LevelMiddleQualificationDegreeYears of Experience3 yearsJob TypeFull TimeCompany Websitehttp://www.krungsri.comJob FunctionsInformation Technology (IT), Programming / Software Development, Data Scientist &&& IndustryFinancial ServicesBenefits & OthersDental insurance, Education allowance, Life insurance, Medical insurance, Overtime pay, Performance bonus, Work from home, Five-day work week","Responsibilities:
Providing support to the Data and Analytics in database design, data flow and analysis activities.
Development and deployment of innovative big data platforms for advanced analytics and data processing.
Update documentation associated with daily operations.
Defines and builds the data pipelines that will enable faster, better, data-informed decision-making within the business
Designing and developing scalable ETL packages from the business source systems and the development of ETL routines in order to populate databases from sources and also to create aggregates.
Define and design Test Approach along System Development Life Cycle complied with the specified system.
Design Test scenario, Test case and Test Script for Assigned Project.
Prepare the Test Data and Masking Data for Assigned Project
Perform Test Execution in SIT, UAT, PVT and Performance Test Phases.
Performing thorough testing and validation in order to support the accuracy of data transformations and data verification used in machine learning models.
Strives to ensure proper data governance and quality across the Data and Analytics department and the business as a whole.
Supporting role to various departments across the business where he supports and provides useful insights on the implementation of workflows.
Collaboratively with the entire Data and Analytics team, providing support to the entire department for its data-centric needs.
Qualification:
Bachelor’s degree in Computer Science or any other technology-related field.
At least 3 years of experience in data warehouse development and architecture and hands-on physical and logical database designing in Banking Industries.
Strong understanding of dimensional modeling as well as other data warehousing techniques.
Experience working on projects within a collaborative setting composed of cross-functional, technical, and non-technical personnel.
Experience in Big Data platforms and working with business analytics platforms.
Maintain proficiency in a variety of computer programming languages, such as SQL, PL/SQL, Unix shell scripting, Perl, Spark, Python in order to successfully complete the tasks of the role"
182,th.jobsdb.com/th/jobs/in-phayathai/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Machine Learning Engineer, & บริษัท แอดวานซ์ อินโฟร์ เซอร์วิส จำกัด (มหาชน) & Phayathai,3d ago, & Convert models towards production environment & Manage ML operations & infrastructure & Location: BTS Ari-Saphan Khwai,"Career LevelEntry LevelQualificationDegreeYears of Experience5 yearsJob TypeFull Time, PermanentCompany Websitehttp://www.forth.co.thJob FunctionsInformation Technology (IT), Application Specialist - Software &&& IndustryElectronics/Electrical EquipmentBenefits & OthersPerformance bonus, Five-day work week","TAO BIN has become a household name in Thailand with thousands of machines deployed throughout the country and hundreds-of-thousands of cups sold per day. Behind these machines is a powerful data platform (vendii) that automatically knows when to refill the machines, what to refill the machines with and provides operators with a suite of tools – monitoring, alerting, analytics, to manage operations at scale. TAO BIN’s growth has been stratospheric and, with no signs of slowing down, next year we are going international. As such, we are looking for an experienced senior backend engineer to come onboard to help take our platform to the next level.
Our team, originally from the acquisition of vendii, is a looking to operate upwards of 100,000 machines worldwide over the next 4 years. We are building the best-in-class platform for vending operations, realised as an event sourced distributed system integrating directly with IoT machines in real-time. Areas you’ll be working on include telemetry ingestion, inventory analytics & reporting, data engineering and security. There are many opportunities with giant latitude for you to have a tremendous influence on the direction of the product.
The ideal candidate will have experience building and scaling fault tolerant distributed services, leading technical decisions and a passion for good, clean software. Some basic English language skills would be helpful.
Required skills
-      Good intuition of computer science fundamentals
-      Building and architecting distributed services
-      Proficiency in at least one programming language
-      Database experience – both SQL, NoSQL, with a strong understanding of how they differ and the tradeoffs involved with using them
-      Strong analytical and problem solving skills
-      Leading technical decisions
-      At least 2 years’ experience building distributed systems
Highly desirable skills
-      SOLID principles / Ports & Adapters Architecture / Clean Architecture
-      Domain driven design is a big plus
-      Event sourced systems (we use Kafka)
-      Familiarity with CQRS
-      Authentication and authorization
-      Node.js experience
-      DevOps experience
-      Data Warehousing
-      Cloud experience (we use AWS)
-      Full SDLC experience
Our stack today is comprised of TypeScript, Golang, Python, PostgreSQL, Redis, Kafka, Docker, ECS hosted on AWS + more.
We operate a hybrid workplace model – working both from home and the office. We have an office located in the Ari area of Bangkok. We also offer car parking.
Come build beautiful software with us."
183,th.jobsdb.com/th/jobs/in-sathorn/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Engineer," & Bangkok Industrial Gas Co., Ltd. & Sathorn",22h ago," & Data Architecture/ Data Engineer/ Data Science & ETL, SQL, Python, AWS Cloud, Azure, R Code, C# & Scala, Spark, Apache Airflow","Job TypeFull Time, PermanentJob FunctionsInformation Technology (IT), DBA &&& IndustryProperty DevelopmentBenefits & OthersDental insurance, Medical insurance, Five-day work week","Job Summary:
Strong analytical and problem-solving skills to identify commercial opportunity
Working well in a cross-disciplinary team with different types of stakeholders (IT, Agency, Business, Management)
Business Development of Data Intelligence for corporate strategy
Roles and responsibilities:
Analyze internal and external data in various aspects to identify threats & opportunities and provide information/report for management or related business unit team to plan activities and strategies
Participate in the initiative's development plan of business unit / brand plans and align with corporate strategy, objectives and KPIs
Coordinate and consolidate with the related department to implement a project or tracking the project progress and provide corrective supervision if necessary
Create and deliver insights report on new ideas to the management team or business units and seek appropriate decisions, directions, and approvals
Qualifications:
Bachelor’s or Master’s degree in business or related field of study
Minimum 5-8 years Performance Management function / Commercial Analyst roles
Experience in corporate/channel/brand/segment strategy
Experience working in Data Analytic related projects
Excellent analytical and problem-solving skills
Ability to apply logical and creative thinking to solve complex business problems
Ability to define the problems and frame answers in a logical and structured manner
Good project management, team leadership and sense of ownership
Good co-ordination skill with positive attitude and ability to work under pressure
Strong communications, customer relationship and negotiation skills
Good command of both written and spoken English
TECHNICAL SKILLS: Basic understanding of data ecosystem,  Advanced skills in dashboard  and BI tools
Conceptual knowledge of data and analytics, ETL, reporting tools, data governance, data warehousing, structured and unstructured data"
184,th.jobsdb.com/th/jobs/in-pathumwan/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Data Scientist, & KASIKORN Business - Technology Group (KBTG) & Pathumwan,1d ago, & Marketing & Customer Insights / Wealth & Risk / Fraud / Credit Scoring / Income Ratings & Voice / Speech / Face Recog / Biometrics / Image,"Career LevelMiddleQualificationDegreeYears of ExperienceN/AJob TypeFull Time, PermanentCompany Websitehttp://www.kkpfg.comJob FunctionsBanking / Finance, Analysis, Professional Services, Business Analysis / Data Analysis &&& IndustryFinancial Services","Quant Research team at Kiatnakin Phatra Capital PLC develops and deploys systematic trading strategies across a broad range of financial markets. As a Quantitative Researcher, you will conduct research on financial markets and develop predictive trading models using statistical and machine learning techniques on large datasets. Quantitative Researchers collaborate extensively with engineering and trading teams to build platforms for testing, deploying, and optimizing trading and execution algorithms. The ideal candidate is passionate about data and finance, has strong quantitative and problem-solving skills, and enjoys working on difficult real-world challenges alongside other researchers and engineers in a fast-paced and energetic environment.

What you will do:
Extract predictive signals from various financial market data using mathematical and machine learning methods.
Research, develop, and deploy trading models by analyzing daily and intraday market data and brainstorming ideas with traders.
Formulate and apply mathematical modeling techniques to continuously optimize the performance of trading strategies, risk management, and order execution.
Create tools and libraries to explore and visualize datasets and enable the ideation of new predictive features.
Collaborate with engineering teams to develop, test, and enhance backtesting and trading platforms.
Work with engineering teams to collect, pre-process, and analyze both structured and unstructured financial market data, such as order book, price/volume, news articles, analyst commentary, social sentiment, etc.
What you will bring:
Bachelors, Masters, or PhD from top-tier universities in Computer Science, Computer/Electrical Engineering, Physics, Mathematics, Statistics, or other related fields.
Strong analytical and problem-solving skills.
Strong quantitative foundation, including mathematical modeling and statistics.
Competency in Python or C++.
Have a research mindset: ability to think independently and creatively approach complex problems.
Possess a strong interest in learning about financial markets; prior finance experience is not required.
Demonstrate a strong work ethic and a desire to work in a fast-paced, team-driven environment.
Good communication skills with the ability to express complex ideas in simple terms.
It’s great if you have:
Previous experience as a quant or data scientist in a research-focused capacity.
Advanced knowledge of one or more specialized areas in applied mathematics and machine learning (e.g. deep learning, signal processing, time-series analysis, reinforcement learning, convex optimization, stochastic processes)
Experience working with large datasets in finance or other application domains.

Interested applicants: Please send your detailed resume and salary history to:
The Human Resources Department
Kiatnakin Phatra Securities Public Company Limited
8th Floor Human Resources Department,
Muang Thai-Phatra Office Tower 1,
252/6 Ratchadaphisek Rd.,Huay-Kwang, Bangkok 10310 
Contact Khun Arisa 02-3059243
(Applications will be treated with strictly confidential)"
185,th.jobsdb.com/th/jobs/in-bangkok/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Back-end Python Developer," & SMART BITS GAMES CO., LTD. & Bangkok",1d ago," & Develop back office and back-end systems & Experienced with Python and Django & 5 days work week, bonus, work from home","Career LevelMiddleQualificationDegreeYears of Experience5 yearsJob TypeFull Time, ContractCompany Websitehttps://www.nesfircroft.com/Job FunctionsBanking / Finance, Analysis, Others, Information Technology (IT), Data Scientist &&& IndustryHuman Resources Management/Consultancy","NES Fircroft is now enhancing their coverage to focus more on permanent Recruitment and Personnel Solution service. Now we're looking for Business Analyst as detail below;
Job Responsibilities;
You will lead business initiatives and decision making with data analysis and modeling; expectations to gain input, support, and alignment with all organizational departments, including but not limited to Operations, Sales, Finance and Risk.
Develop end-to-end data Tableau Dashboard solutions, gathering requirements from business stakeholders to partnering with technology teams and other analysts to Support initiatives to promote a Data-Driven culture; act as a Data Champion to increase awareness and reduce barriers through simplification and automation.
Develop, enhance, and maintain inter-departmental data models, reporting systems, data automation systems, dashboards and performance metrics that support answers to complex business questions.
Build and manage relationships across the organization in order to support the development of cross-functional solutions and/or to assess the upstream/downstream effects of different business decisions.
Support data governance initiatives through data stewardship and maintaining accurate metadata records.
Support Department or Executive Management with presentation support, including but not limited to ad hoc analysis and preparing concise and relevant analytical commentary.
 Qualification:
Bachelor’s degree in Business Administration, IT, Engineering or Banking/Finance
At least 5 - 7 years with Financial Services / Captive Finance preferred.
Experience in delivering and managing Data Warehousing (SQL staging, function, view, store procedure),
Detailed knowledge, understanding and application of reporting & insights skills
4+ years experience in reporting, insights and developing Tableau dashboards
Business Analytics Initiatives, and Data Visualization on cloud and on premise-based offering
Highly proficient in SQL and querying relational databases
Strong Tableau experience in Tableau Desktop, Tableau Prep and Tableau Server
Process Mining, RPA, Pythons and SAS experience is highly beneficial
Experience dealing with numerous senior stakeholders and articulating findings and solutions is paramount
Strong analytic skills with the ability to collect, organize, analyses and disseminate significant amounts of information with attention to detail and accuracy
Excellent verbal, written communication, and presentation skills, with the confidence to provide insights and feedback to internal and external stakeholders 
    If you need the further information, please feel free to submit CV to  
 varisa.sangsuwan @ nesfircroft.com (อีเมล์ติดกันหมด)
NES Fircroft
Interchange 21, Level 35, 399 Sukhumvit Road,
Wattana, 10110  Tel: 02 508 8957"
186,th.jobsdb.com/th/jobs/in-bangkok/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=30d,Machine Learning Engineer (Officer-Senior Officer) - Credit Risk Model (True Money)," & Ascend Group Co., Ltd. & Bangkok",1d ago, & Hybrid Working & Flexible Hours & Good Location,"Career LevelMiddleQualificationDegreeYears of Experience5 yearsJob TypeFull Time, PermanentCompany Websitehttp://www.samsung.com/thJob FunctionsInformation Technology (IT), MIS, Others, Data Scientist &&& IndustryElectronics/Electrical EquipmentBenefits & OthersDental insurance, Life insurance, Medical insurance, Performance bonus, Five-day work week, Flexible working hours","Internal Job Title: Price Master and Data Center
Job Function: Management Support Group / Sales Order Center Part
Products:  Mobile & Gadgets and Consumer Electronics
Hiring Type: Direct Outsource (same benefits as regular)
Location: Empire Tower, Sathorn

Job Description:
Maintain price master data system of sell-in price, order operation, and process workflow.
Align with stakeholders (PM, Marketing, Sales, and Commercial finance) to ensure the proper execution of global processes in pricing management (including master price list).
Train newcomers ensuring they understand TSE-S price structure.
Proactively work with stakeholders to ensure the sell-in price is done timely and correctly before the sales period and normal business operations run smoothly.
Ensure business activities in the sell-in pricing scope comply with TSE-S price guidelines and structures.
Ensure TSE-S price guidelines are up-to-date with HQ and ensure all related teams across management support and BU are well acknowledged and followed.
Responsible for the team data center, for reporting and data analysis in the scope of sales order operation and sell-in pricing.
Being a key user of sell-in pricing and support on sell-in pricing training to users within the organization.
Perform audits of item master data including commercial description, and price.
Develop metrics and reporting for cost and price history, maintenance activity, and pricing trends.
Promote collaborative review and validation of pricing factors across functional groups.
Critically evaluate information gathered from multiple sources, reconcile conflicts, and present recommendations to increase process efficiencies in support of business alignment according to TSE-S policy
Qualifications:
Solid technical/ functional knowledge in pricing master and data management.
BBA or technically related degree; IT, Computer, or data science and 3-5 relevant working experiences in master data management, pricing, preferably FMCG.
Experience in the business case and project analysis.
Experience in analysis effectiveness of pricing analysis.
Proven analytical experience with a high aptitude for research, analysis, and problem-solving skills.
Business partner mind-set to work effectively with cross functions
Advanced Microsoft Office skills, particularly in Excel are a strong advantage.
Good written and spoken English Exceptional ability to work under pressure, meet tight deadlines, and focus on priorities
Strong communication skills, able to influence the management team
Strong attention to detail, with a focus on data quality"
