,link,title,premise,post_time,highlight,information,detail
25,th.jobsdb.com/th/jobs/in-huaykwang/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=1d,System and Technical Support Engineer/วิศวกรสนับสนุนระบบและด้านเทคนิค," & AIGEN CO., LTD. & Huaykwang",5h ago, & Technical Support & Linux & Work from home,"Career LevelEntry LevelQualificationDegreeYears of Experience1 yearJob TypeFull Time, PermanentCompany Websitehttp://www.aigencorp.comJob FunctionsInformation Technology (IT), Support, Security, Network & System &&& IndustryInformation TechnologyBenefits & OthersDental insurance, Education allowance, Life insurance, Medical insurance, Performance bonus, Work from home, Five-day work week, Flexible working hours","We are a subsidiary of Muangthai Group Holding, with a mindset of a technology start-up. We are looking to provide various AI-as-a-service to various businesses with our own proprietary models of AI and machine learning. If you are self-motivated, want to be part of the new trend of technology, join us to be part of the growth story.
Job Description
Manage and operate all installed systems and servers on premise.
Install, configure, test and maintain operating systems, application software and provide solutions to optimize day-to-day operation.
Proactively ensure the highest levels of systems and infrastructure availability.
Manage incidents and requests both internally, and from customers including monitoring the system to ensure continuous service.
Validate, troubleshoot, analyze and prioritize issues prior to assignment to the development team.
Coordinate and direct tickets to the appropriate departments
Help with test cases design, maintenance and software testing
Work with internal or external clients on installation of customized and off the shelf software
Qualification
Bachelor’s degree in Information Technology, Engineering, Computer Science or related field.
1-3 years of experiences in System Engineer, System Administrator for Windows and Linux operating system.
Able to perform shift work
Solid networking background is a plus.
Solid programming skill in shell and Python is a plus.
Experience with Linux, Mac OS and Windows operating systems
Experience with virtual machine
Experience with hardware specification, configuration and sizing.
Experience with usage and technical support for cloud services.
Experience with Jira or similar issue and project management tools
Passion for software testing, automated or manual testing is a plus.
Self-starter. Have a growth mindset. Honest."
26,th.jobsdb.com/th/jobs/in-huaykwang/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=1d,Junior/Senior Full Stack Software Developer (C# /Angular), & GMO-Z com Securities (Thailand) Public Company Limited & Huaykwang,9m ago,,"Career LevelMiddleQualificationDegreeYears of Experience1 yearJob TypeFull TimeJob FunctionsInformation Technology (IT), Programming / Software Development &&& IndustryFinancial ServicesBenefits & OthersDental insurance, Life insurance, Medical insurance, Performance bonus, Five-day work week","Responsibilities:
Develop cloud-based company website and backend system using Angular and C#.
Develop marginable stock calculation system.
Develop real time risk management monitoring system.
Develop AI real time chat bot.
Develop web-based algo trading.
Develop internal tools and company KPI monitoring dashboard.
Conduct unit test, integration test, and deployment for current and new features developed utilizing CI/CD.
Keep track on latest technologies and trends such as AWS Cloud Computing, Microservices Software Architecture, Robotic Process Automation, Container, NoSQL, Machine Learning, Blockchain, etc.
Create technical document, user manual.
Manage individual project priorities, deadlines, and deliverables.
Qualifications and Experiences:
0 - 6 years in software development. Experience in securities company or any financial related area is a plus.
Good command of written and spoken English.
Able to work in an Agile environment.
Must be able to work well under pressure.
Strong analytical skills, rational thinking with excellent interpersonal skills.
Highly self-motivated to achieve responsible assignment.
Pleasant personality with service minded, energetic, enthusiastic and a good team player.
We are fully providing the benefits as followings;
Group Life & Health & Dental Insurance: OPD from THB 77,000-150,000 allowance per year, IPD room & board of THB 3,000 per day, etc.
Provident Fund
Annual Health Check-up
Company’s outing and New year party
Other supports refer to company’s policy (i.e. marriage gift, hospital visit gift, birthday gift, dead benefit, etc.)
Performance Bonus
Business leave 3 days
Annual leave 6 days (after probation) and will increase 1 day annually with maximum of 12 days.
***** For full details, please refer to company’s benefits plan *****
Please send updated Resume with photo, current and expected salary. 
All applications will be treated in the strictest of confidence.
 GMO-Z com Securities (Thailand) Public Company Limited
No. 9, G Tower, Grand Rama 9, 15th Floor, South Wing, Rama 9 Road,
Huaykwang, Huaykwang, Bangkok 10310, Thailand
Mobile:   +66(0)64-180-2407 (HR Department)"
27,th.jobsdb.com/th/jobs/in-bangkok/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=1d,Marketing Officer (Real Estate), & AESTIMA ASSET COMPANY LIMITED & Bangkok,3h ago," & Open minded,Understanding of real estate & Experience in SEO SEM & Experience in marketing communication/branding/PR","Career LevelMiddleQualificationDegreeYears of Experience6 yearsJob TypeFull Time, PermanentCompany Websitehttps://aestimaasset.com/Job FunctionsInformation Technology (IT), Internet / SEO, Marketing / Public Relations, Marketing Communication, Digital Marketing &&& IndustryProperty DevelopmentBenefits & OthersGratuity, Life insurance, Medical insurance, Performance bonus, Travel allowance, Work from home, Five-day work week, Flexible working hours","Salary: 30k
Exp: 6 years in Real Estate Industry
Education: Bachelor degree in Marketing (candidate with exp with education abroad will be specially considered)
Qualification:
Open minded: always willing to learn and get out of comfort zone.
Creative and innovative: ability to think outside the box and bring those ideas into practice/results.
Have some interests in emerging technologies such as API, blockchain, 5G, Smart Building system, green tech, AI and machine learning.
Experience in marketing communication/ branding /PR /CRM
Influence in Thai and English language. 
Scope of Work:
Project Management - tracking, monitoring, coordinating, following up with suppliers, consultants and related parties.
MARCOM- Communication Plan, content calendar, content creation.
Creative AW (Photoshop/Illustrator).
Market Research - implement and evaluate marketing strategy- Monitor and analyze market trend, consumer behavior and competitors.
Support/Monitor Sales.
Print, OHM
PR, event organization.
Ad hoc report
Work with clients, video producers and content editors to manage events and online campaigns
Field survey and site visit
Other work that are delegated by Supervisor
คุณสมบัติ :

เปิดใจ: เต็มใจที่จะเรียนรู้สิ่งใหม่
มีความคิดสร้างสรรค์และนวัตกรรม: ความสามารถในการคิดนอกกรอบและนำแนวคิดเหล่านั้นไปปฏิบัติให้ได้ผลลัพธ์
มีความสนใจในเทคโนโลยีเกิดใหม่ เช่น API, blockchain, 5G, ระบบอาคารอัจฉริยะ, เทคโนโลยีสีเขียว, AI
มีประสบการณ์ด้าน SEO SEM
มีประสบการณ์ด้านการสื่อสารการตลาด/ การสร้างแบรนด์ /PR /CRM
คล่องแคล่าวภาษาไทยและภาษาอังกฤษ


ขอบเขตงาน :
การทำการตลาดออนไลน์เพื่อจะทำเว็บไซต์ บล็อก หรือแฟนเพจ / การทำการตลาดออนไลน์เพื่อจะทำให้เว็บไซต์ บล็อก หรือแฟนเพจ
การบริหารโครงการ – ติดตาม ประสานงาน ซัพพลายเออร์ ที่ปรึกษา และผู้ที่เกี่ยวข้อง
การสื่อสารทางการตลาด - แผนการสื่อสาร ปฏิทินเนื้อหา การสร้างเนื้อหา
การสร้างสรรค์สื่อ (Photoshop/Illustrator)
การวิจัยตลาด – ดำเนินการและประเมินกลยุทธ์ทางการตลาด ติดตามและวิเคราะห์แนวโน้มตลาด พฤติกรรมผู้บริโภค และคู่แข่ง
ติดต่อประสานงานกับฝ่ายขาย ฝ่ายโครงการ เพื่อดำเนินงานด้านการตลาด
พิมพ์ กลยุทธ์การใช้สื่อนอกบ้าน (OHM)
ประชาสัมพันธ์การจัดงาน
จัดทำรายงานที่เกี่ยวข้อง
ติดต่อประสานงานกับบริษัทโฆษณา ผู้รับเหมา สำนักพิมพ์ เพื่อจัดทำสื่อการตลาด
การลงภาคสนามและเยี่ยมชมสถานที่
งานอื่นๆ ที่ได้รับมอบหมายจากหัวหน้างาน"
28,th.jobsdb.com/th/jobs/in-phayathai/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=1d,Stock Trading Officer/นักวิเคราะห์และจัดการ คำสั่งซื้อขายหุ้นสหรัฐอเมริกา และหุ้นจีน (นักศึกษาจบใหม่/ประสบการณ์ 1-3 ปี)," & Tech Globe Co., Ltd. & Phayathai",5h ago," & เงินเดือน 30,000 บาท/Incentive 20,000-200,000 บาท & มีประสบการณ์ในการซื้อขายหุ้นของตนเองหรือครอบครัว & สามารถทำงานซื้อขายหุ้น USA เวลา 19.00-04.00 น. ได้","Career LevelEntry LevelQualificationDegreeJob TypeFull Time, PermanentJob FunctionsBanking / Finance, Investment &&& IndustryFinancial ServicesBenefits & OthersDental insurance, Gratuity, Life insurance, Medical insurance, Five-day work week, Flexible working hours","รายละเอียดงาน
เงินเดือนเริ่มต้น 30,000 บาทและ Incentive 20,000 - 200,000 บาท/เดือน (จ่ายตามผลงาน)
Flexible work hour with remote work : เวลาทำงานที่ยืดหยุ่น สามารถทำงานได้จากทุกที่ สามารถบริหารเวลาด้วยตนเองได้
โอกาสในการเรียนรู้ประสบการณ์และการอบรมด้านการซื้อ-ขายหุ้น จาก Trader มืออาชีพ
หน้าที่ความรับผิดชอบ
ศึกษาติดตามรูปแบบ สภาวะการลงทุนในหุ้น กองทุน หรือการลงทุนอื่นใดในลักษณะคล้ายคลึงกันในประเทศไทย สหรัฐอเมริกา S&P 500 และจีน CSI 300
ดำเนินการสั่งคำสั่งซื้อหรือขายหุ้น ตามจังหวะของตลาดเพื่อให้ได้ผลประโยชน์อันสูงสุดตามที่ผู้บริหารสั่งดำเนินการ และรายงานผลการดำเนินการให้ผู้บริหารทราบ
จัดทำรายงานการซื้อ-ขาย และสรุปสถานะการลงทุนและรายงานตามคำสั่งของผู้บริหารได้
สามารถทำงานนอกเหนือเวลาปกติได้ ซื้อขายหุ้นสหรัฐอเมริกา และหุ้นจีน ตาม Time Zone ของการซื้อขายในแต่ละประเทศ
คุณสมบัติ
สำเร็จการศึกษาระดับปริญญาตรีขึ้นไป สาขา เศรษฐศาสตร์, บัญชี, การเงิน, วิศวกรรมศาสตร์, สถิติ (Statistics), วิทยาศาสตร์ (คอมพิวเตอร์, AI), เทคโนโลยีสารสนเทศ, AI Machine Learning, Data Scientist, Data Engineer
มีความสนใจในด้านการลงทุน/กองทุน ในสหรัฐอเมริกา (S&P500) และจีน (CSI300)
มีความคิดสร้างสรรค์และการวิเคราะห์การลงทุนหุ้น รวมทั้งแนวโน้มตลาดการลงทุน รวมทั้งแนวโน้มตลาดการลงทุนหุ้น จะได้รับพิจารณาเป็นพิเศษ
มีความรู้ความเข้าพื้นฐาน และพร้อมที่จะเรียนรู้เพิ่มเติม
มีประสบการณ์ในการซื้อขายหุ้นของตนเอง หรือของครอบครัว จะได้รับพิจารณาเป็นพิเศษ
สามารถทำงานซื้อขายหุ้น USA เวลา 19.00 น. ถึง 04.00 น. ได้ 
ทำงานวันจันทร์ - วันศุกร์"
29,th.jobsdb.com/th/jobs/in-bangkok/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=1d,Lead Data Scientist, & Agoda.com & Bangkok,11h ago,,QualificationDegreeJob TypeFull TimeJob FunctionsInformation Technology (IT) &&& IndustryTourism / Travel Agency,"Lead Data Scientist
Apply Now Bangkok, Thailand
About Agoda 
Agoda is an online travel booking platform for accommodations, flights, and more. We build and deploy cutting-edge technology that connects travelers with more than 2.5 million accommodations globally. Based in Asia and part of Booking Holdings, our 4,000+ employees representing 90+ nationalities foster a work environment rich in diversity, creativity, and collaboration. We innovate through a culture of experimentation and ownership, enhancing the ability for our customers to experience the world.
Get to Know Our Team
The Data department oversees all of Agoda’s data-related requirements. Our ultimate goal is to enable and increase the use of data in the company through creative approaches and the implementation of powerful resources such as operational and analytical databases, queue systems, BI tools, and data science technology. We hire the brightest minds from around the world to take on this challenge and equip them with the knowledge and tools that contribute to their personal growth and success while supporting our company’s culture of diversity and experimentation. The role the Data team plays at Agoda is critical as business users, product managers, engineers, and many others rely on us to empower their decision making. We are equally dedicated to our customers by improving their search experience with faster results and protecting them from any fraudulent activities. Data is interesting only when you have enough of it, and we have plenty. This is what drives up the challenge as part of the Data department, but also the reward.
The Opportunity
We are looking for ambitious and agile data scientists that would like to seize the opportunity to work on some of the most challenging productive machine learning and big data platforms worldwide, processing some 600B events every day and making some 5B predictions.
As part of the Data Science and Machine Learning (AI/ML) team you will be exposed to real-world challenges such as: dynamic pricing, predicting customer intents in real time, ranking search results to maximize lifetime value, classifying and deep learning content and personalization signals from unstructured data such as images and text, making personalized recommendations, innovating algorithm-supported promotions and products for supply partners, discovering insights from big data, and innovating the user experience. To tackle these challenges, you will have the opportunity to work on one of the world’s largest ML infrastructure employing dozens of GPUs working in parallel, 30K+ CPU cores and 150TB of memory.
 In This Role, You’ll Get to
Design, code, experiment and implement models and algorithms to maximize customer experience, supply side value, business outcomes, and infrastructure readiness.
Mine a big data of hundreds of millions of customers and more than 600M daily user generated events, supplier and pricing data, and discover actionable insights to drive improvements and innovation.
Work with developers and a variety of business owners to deliver daily results with the best quality.
Research discover and harness new ideas that can make a difference
What You’ll Need to Succeed
5+ years hands-on data science experience.
Excellent understanding of AI/ML/DL and Statistics, as well as coding proficiency using related open source libraries and frameworks.
Significant proficiency in SQL and languages like Python, PySpark and/or Scala.
Can lead, work independently as well as play a key role in a team.
Good communication and interpersonal skills for working in a multicultural work environment.
It’s Great if You Have
PhD or MSc in Computer Science / Operations Research / Statistics or other quantitative fields
Experience leading end-to end DS project related to NLP, image processing and/or recommendation systems
Hands on experience in data engineering, working with big data framework like Spark/Hadoop
Experience in data science for e-commerce and/or OTA
We welcome both local and international applications for this role.
#osaka #yokohama #nagoya #okinawa #fukuoka #sapporo #riga #luxembourg #kualalumpur #oslo #manila #warsaw #krakow #doha #riyadh #jeddah #mecca #medina #belgrade #bratislava #capetown #johannesburg #barcelona #barcelona #madrid #valencia #seville #bilbao #malaga #alicante #zaragoza #stockholm #zurich #geneva #basel #taipei #tainan #taichung #kaohsiung #istanbul #ankara #izmir #dubai #abudhabi #sharjah #kiev #hcmc #hanoi #sanaa #taiz #aden #gibraltar #lodz #wroclaw #poznan #Gdansk #szczecin #bydgoszcz #lublin #katowice #shanghai #beijing #cyprus #zagreb #prague #Brno #Ostrava #copenhagen #estonia  #cairo #alexandria #giza #helsinki #paris #nice #marseille #rouen #lyon #toulouse #tbilisi #munich #hamburg #stuttgart #cologne #frankfurt #dusseldorf #dortmund #essen #Bremen#leipzig #dresden #hanover #nuremberg #athens #hongkong #budapest #bangalore #newdelhi #jakarta #bali #bandung #milan #rome #naples #turin #palermo #venice #bologna #florence #ENG #IT #4 #LI-PK1 #LI-ST2 #LI-Hybrid 
Equal Opportunity Employer 
At Agoda, we pride ourselves on being a company represented by people of all different backgrounds and orientations. We prioritize attracting diverse talent and cultivating an inclusive environment that encourages collaboration and innovation. Employment at Agoda is based solely on a person’s merit and qualifications. We are committed to providing equal employment opportunity regardless of sex, age, race, color, national origin, religion, marital status, pregnancy, sexual orientation, gender identity, disability, citizenship, veteran or military status, and other legally protected characteristics.
We will keep your application on file so that we can consider you for future vacancies and you can always ask to have your details removed from the file. For more details please read our privacy policy.
To all recruitment agencies: Agoda does not accept third party resumes. Please do not send resumes to our jobs alias, Agoda employees or any other organization location. Agoda is not responsible for any fees related to unsolicited resumes."
30,th.jobsdb.com/th/jobs/in-sathorn/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=1d,Data Scientist, & CP ALL PUBLIC COMPANY LIMITED & Sathorn,3h ago, & Data Scientist & Strong analytical problem-solving abilities & IT Department,QualificationDegreeJob TypeFull TimeJob FunctionsInformation Technology (IT) &&& IndustryInformation Technology,"What we do
Currently operating in 60+ countries and processing up to 7 million transactions a day, Coda Payments helps game developers and publishers like Riot Games, Tencent, Garena, EA, Moonton, and other leading digital content providers to monetize their products in places where credit and debit cards aren’t widely used. We establish partnerships with a wide range of alternative payment channel operators who make it possible for customers to pay in other ways: paying cash at retail, using a mobile wallet, making a bank transfer, or redeeming a prepaid card.
Coda also allows publishers to accept payments through these various methods on their own website or at our gaming e-commerce site - 
About Coda Technology
At Coda, we operate a high-volume payments and e-commerce business, and we’re expanding rapidly. We need to build high-scale, distributed systems that can gracefully handle massive spikes in traffic. We also have an ambitious feature roadmap, so using state of the art tools to automate our development lifecycle is crucial to moving fast. We believe in autonomous teams, and we use modern technologies and the latest in cloud infrastructure.
Most importantly, we hire great people and empower them to drive Coda’s technology and products forward. We believe that the best ideas can come from everyone, so we encourage taking ownership and maintain a culture of servant leadership that allows engineers to drive features.
Working at Coda
Life at Coda is fast-paced, challenging, and fun. As a rapidly growing global company, we’re always looking to step up and adapt to changes quickly; there is never a dull day at Coda.
We make things happen in the most impactful and effective manner. If you are always eager to initiate new ideas, hungry to contribute more, derive satisfaction from team wins rather than individual ones, and value integrity, you will fit perfectly into the Coda team!
About the role
As a Data Engineer, you’ll be joining a cross-functional team of other Data Engineers and Data Scientists and will be focussing on designing, building and optimizing infrastructure that will have a real impact on business performance.  
At Coda, you will be working with diverse datasets including our hundreds of millions of transactions processed across hundreds of different payment channels, such as e-wallets, credit cards, direct carrier billing and over the counter by gamers and digital content consumers in 50 countries around the world. 
You will be part of a growing team, and there will be limitless opportunities to be hands-on and to take on exciting new projects to showcase and sharpen your abilities! We take great pride in developing individuals and well-rounded teams' careers and your managers and peers will guide and support you through your journey at Coda!
Responsibilities
Building and maintaining high-performance data systems that enable deeper insights for all parts of our organization.  
Developing ETL/ELT pipelines for both batch and streaming data
Designing data flow for real-time, analytics and ML workloads
Designing architectures for data acquisition
Improving data pipelines performance by implementing the industry's best practices and different techniques for data parallel processing
Preparing data for predictive and prescriptive modelling
Working with data scientists and productionize machine learning algorithms 
Working with data analysts to automate and optimize reporting and BI infrastructure 
Improving and maintaining data quality
Communicating effectively with stakeholders
Requirements
Experience in working with large datasets in both batch and real-time
Good understanding of data structures, data architecture techniques and data warehousing
Expertise in Python and SQL 
Knowledge and practical experience in one or more back end programming languages (Java, Scala, Kotlin, Groovy, Go, C/C++, Rust, Python, C#, etc.) and the ability to learn new programming languages quickly
Experienced in designing complex DAGs in Airflow or similar technology
Experienced in working with world-class data platforms such as Teradata, Oracle, Hadoop, Spark
Good understanding of Machine Learning concepts and productionizing ML models
Experienced in working with data streaming tools such as Spark Streaming and Kafka
Experience in maintaining and scaling complex ETLs 
Experienced in developing scalable data warehouse in accordance with either one of GDPR-EU, CCPA-US, LGPD-BR or PDPA - SG
Experienced with AWS or GCP
We are an equal opportunity employer and do not discriminate based on gender, race, age, religion, disability, or other local protected class. We are committed to cultivating an inclusive environment for all employees, and we welcome the diversity that you will bring!
If you are looking for a rapid-growth environment and great teams to work with, you should apply now.
We are sorry to inform you that only shortlisted candidates will be notified as we may be overwhelmed by the number of applicants coming into our system; hence if you do not get a reply from us - don’t give up on us just yet!"
31,th.jobsdb.com/th/jobs/in-huaykwang/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=1d,Data Scientist / Data Engineer," & Health Plaza Co., Ltd. & Huaykwang",5h ago, & Minimum 3 years Experience & data architecture and pipelines that adhere to ETL & Digital Healthcare,QualificationDegreeJob TypeFull TimeJob FunctionsInformation Technology (IT) &&& IndustryPetroleum,"ExxonMobil Limited operates the Bangkok Global Business Center (Bangkok GBC) providing services to Exxon Mobil Corporation and its affiliates worldwide. As part of the Bangkok GBC, ExxonMobil Information Technology (EMIT) is a world-class organization that provides technology solutions to ExxonMobil businesses globally. Our organization offers opportunities to design, develop, implement, and support global applications, across multiple technological platforms and infrastructures.  As an employee in EMIT, you will be working as part of a team in challenging assignments to deliver impactful solutions for ExxonMobil global businesses.

Effective communication skills, continuous improvement mindset, core technical skills and business understanding are key foundations. Your passion, drive, creativity and ingenuity will fuel ExxonMobil to win in the digital future.

Build a career with us and use your energy to change the world.
Job Role Summary
What you will do:
You will be responsible for making appropriate data accessible, and designing/building business data models for various usage including visualizations to deliver business value through data-driven insights. 
Here are some example activities (but not exclusively limited to):
•    Support and enhance enterprise data platforms; build and maintain optimal data pipeline from data sources
•    Engaged in requirement gathering discussions with business process architects/data architect and translate business requirements into analytics solutions
•    Development of analytics solutions ranging from data storage, ETL (extract/transform/load), and data modeling (design conceptual, logical, and physical) for business consumption i.e. reporting and/or visualization.
•    Collaborate with project teams, business customers and other support partners in solution ideation, requirements gathering and product delivery
•    Ensure solution compliance to solution design, best practices, technical architecture, design standards, technology roadmaps and business requirements
•    Execute demos, projects, proof of concepts in development or technical design
•    Explore and develop skills in new technologies according to technology roadmap
Technology: Snowflake Data Warehouse, MS Azure, Power BI, Tableau, SAP HANA (HANA Studio)
 You will be involved in Agile Software Development methodologies e.g. SCRUM, CI/CD, Technical coding while learning complex Oil and Gas business knowledge.
Preferred Qualifications:

•    Bachelor’s degree or higher in Computer Engineering, Computer Science, or IT-related fields
•    Fluent in English: TOEIC 750+, TOEFL iBT 98+, or IELTS 6.5+
•    Experience with relational SQL databases
•    Experience with object-oriented/object function scripting languages e.g. Python, Java, C#, etc.
•    Strong analytical and problem solving skills
•    Ability to multi-tasks and manage workload under time pressure and changing priorities
•    Passionate about works in data field, and finding answers from data
**Please upload additional documents to faster screening process:
English language (TOEIC, TOEFL, IELTS) – Score with over 2 years is valid to upload
Education Transcript, Certificates  - both Bachelor’s and Master’s Degree (if any)
Military Documents ( สด.8 หรือ สด. 43 ) – for male only

Job Segment: Pipeline, Computer Science, Data Warehouse, Database, Developer, Energy, Technology"
32,th.jobsdb.com/th/jobs/in-bangkok/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=1d,Data Scientist (Egg Data and Media)," & Ascend Group Co., Ltd. & Bangkok",3h ago, & Data Science & Data Analyst & Flexible Hours,QualificationDegreeJob TypeFull TimeJob FunctionsInformation Technology (IT),"Organization: Office of Information and Communications Technology
Country: Thailand
City: Bangkok
Office: OICT Bangkok, Thailand
Closing date: Wednesday, 26 October 2022
Posting Title: Data Migration specialist
Department/Office: Office of Information and Communications Technology
Duty Station: BANGKOK
Posting Period: 20 October 2022 - 26 October 2022
Job Opening Number: 22-Office of Information and Communications Technology-192701-Consultant
United Nations Core Values: Integrity, Professionalism, Respect for Diversity
Result of Service
Migrate groups content from current UN site to new site based on UNWEB platform and replicate homepages layouts to be aligned with the existent content.
Review and fix any deviation on the webforms migrated from the current UN site.
Migrate landing pages from current UN site to new site based on UNWEB platform and ensure everything is aligned.
Test the migrated content to identify and fix any content deviation and ensure everything is aligned with the current UN2 site.
Work Location
Remote
Expected duration
until 30 Jun 2023
Duties and
Responsibilities
The United Nations Office of Information and Communications Technology (OICT) manages several enterprise-wide ICT systems that are used extensively by the UN Secretariat.
This post is part of the OICT/ESS. The post holder reports to and works under the supervision of the Project Manager.
As part of projects commissioned by the General Assembly, the team requires a Drupal content tester to create applications for web, desktop, and mobile platforms.
The consultant will be expected to perform the following tasks:
Review and migrate content manually from the current UN site to the new platform.
Work with other team members including, designers, back-end developers, front-end developers, management team, etc. to ensure any deviation found during testing is flagged to the proper team.
Qualifications/special skills
Bachelor's in computer science or software engineering or any related field.
Experience with Agile project development and product delivery.
A minimum of 2 years of experience in development and testing projects.
Experience working with Drupal site building desirable.
Languages
Fluency in spoken and written English is required.
Additional Information
1. The consultant follows the work hours in the time zone of the UN Office in Valencia, Spain.
2. The consultant has 10 paid UN holidays per calendar year, following the calendar of the UN Office in Valencia, Spain.
No Fee
THE UNITED NATIONS DOES NOT CHARGE A FEE AT ANY STAGE OF THE RECRUITMENT PROCESS (APPLICATION, INTERVIEW MEETING, PROCESSING, OR TRAINING). THE UNITED NATIONS DOES NOT CONCERN ITSELF WITH INFORMATION ON APPLICANTS' BANK ACCOUNTS."
33,th.jobsdb.com/th/jobs/in-sathorn/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=1d,Data Engineer, & RingZero IT Services Limited & Sathorn,29m ago," & 1+ yrs as Data Engineer & 1-2 yrs w/ AWS, Azure, or GCP & Exp. w/ Big Data & Streaming Data Networks",QualificationDegreeJob TypeFull TimeJob FunctionsOthers &&& IndustryHealth & Beauty Care,"The Data Analytics team in Thailand is responsible for driving best in class data solutions and data tool development across TH, partnering with the business to consult and address the rapid movement of digitization of business landscape. It aims to evolve tool and analytical capability based on business priorities and requirements while providing consumer and market insights that facilitates the management on decision-making from strategy to tactical day-to-day.
L’Oréal is looking for a passionate independent analytical thinker who can wear multiple hats in the data-science discipline. The primary goal of this position is to be able to work in partnership with business team to integrate multiple sources of data and identify the right data solution (reports, dashboard, model) to deliver actionable insights to the L’Oreal TH organization.
JOB ACCOUNTABILITIES
Report to Head of Data & Analytics and work closely with Head of CPD Division
Become the business partners, consultant, advisors, educator, and liaison with CPD (Consumer Product Division) team for all data related activities including working internally/externally
Work with/support business leaders/team members to identify key business problems and gather requirement for data reporting/analytics/modeling as a project/ad-hoc basis
Capitalize and translate complex data and reports into easy-to-understand insights tailored for all relevant audiences
Group, classify and combine data from relevant sources into reporting-ready form to enable users to work with data
Ensure your data/reports from your use-case is clean and accurate, be the first to uncover any issues with the system or errors in reporting.
Contribute to the continuous improvement of analytics and data processes (ETL, Data Warehouse)
PROFESSIONAL & TECHNICAL COMPETENCIES
Bachelor or equivalent degree in Computer Science, Engineering, Economics, Finance, Business Administration preferred
Strong Communication Skills with fluency in English
Strong Logical and Analytical mindset with attention to detail
Strong SQL Proficiency (Python is a plus)
Project Management skills (Ability to execute multiple projects at one time)
3-5 years+ of relevant experience - Retail / E-Commerce analytics / reporting experience in FMCG is a plus – Still, if you have less experience but is confident in your capabilities, do APPLY!
Basic Excel (Pivot table, conditional function) preferred (VBA is a plus)
Cloud Ecosystem experience preferred (Azure, AWS, GCP)
Working experience with BI Tools preferred (Tableau, Qlik, Looker) - Power BI is a huge plus"
34,th.jobsdb.com/th/jobs/in-huaykwang/machine-learning-jobs/1?SalaryF=30000&SalaryT=70000&SalaryType=1&createdAt=1d,"Data Analyst / Data Scientist (Python, SQL) (Campaign Analytics)", & Muang Thai Life Assurance Public Company Limited & Huaykwang,3h ago," & Develops and executes statistical analyses & Campaign Data Analytics & Coding skills in SQL, and Python is a must",QualificationDegreeJob TypeFull TimeJob FunctionsInformation Technology (IT) &&& IndustryInformation Technology,"At IBM, we know that transformation drives change, and it is in our DNA to continuously transform. Our Business Transformation Consultants help drive large scale change that spans IBM business units and geographies. As a part of this team, you will have the unique opportunity to be a part of driving IBM’s ongoing transformation as a company that continuously innovates and leads the market.

Your Role and Responsibilities
Works with Clients to define their Data and Cognitive Computing strategy and determine the Business Analytics value proposition.
Designs and develops the business architecture of Cognitive Solutions from a business functional perspective.
Translates Client requirements into analytics and technical specifications for the implementation of the IBM Cognitive Computing solution. Defines current and future operational scenarios (processes, models, use cases, plans and solutions) and works with Client using an agreed methodology to ensure proper translation of business requirements to solution requirements.
Skills include requirements definition, definition of key metrics, leadership of the process and organization aspects of the cognitive computing program, governance, aligning solution processes with operational activities. Has deep understanding of the Industry or Domain area under discussion, is capable of developing the Use Cases for cognitive application independently and / or in consultation with the Client, and has ability to filter and select structured data and unstructured content that are input to a cognitive system for establishment of system corpus.
Will be also required to train the Cognitive Systems using the Question / Answer pairs and help establish the ground truth for cognitive engagement system, leveraging their business knowledge.

Required Technical and Professional Expertise
Digital Transformation experience in Oil and Gas as well as engineering background.
Cognitive Process Transformation and Data Analytics for Oil and Gas, Energy and Utility.
Experience and strong PMO skill to drive day to day working closely with client to manage Digital Initiative projects in Oil and Gas, Energy and Utility.
Experience 3 years+ in Oil and Gas, Energy and Utility.

Preferred Technical and Professional Expertise
As stated above"
