,Link,Name,Price,Color
207,https://www.carpages.ca/used-cars/ontario/thunder-bay/2020-ford-escape-9160384/,2020 Ford Escape,"$39,900",Silver
208,https://www.carpages.ca/used-cars/ontario/hamilton/2020-ford-escape-9160216/,2020 Ford Escape,"$43,999",Black
209,https://www.carpages.ca/used-cars/saskatchewan/regina/2019-toyota-highlander-9159661/,2019 Toyota Highlander,"$61,900",Brown
210,https://www.carpages.ca/used-cars/saskatchewan/regina/2022-lexus-nx-9159658/,2022 Lexus NX,"$77,900",Green
211,https://www.carpages.ca/used-cars/ontario/goderich/2018-toyota-camry-9158191/,2018 Toyota Camry,"$32,995",Red
212,https://www.carpages.ca/used-cars/ontario/goderich/2016-toyota-prius-9158170/,2016 Toyota Prius,"$29,500",Black
213,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-audi-q5-9157639/,2023 Audi Q5,"$72,244",Glacier White Metallic
214,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-audi-q5-9157633/,2023 Audi Q5,"$73,494",Glacier White Metallic
215,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-audi-q8-9157627/,2023 Audi Q8,"$111,309",Mythos Black Metallic
216,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-audi-q5-9157618/,2023 Audi Q5,"$59,894",Manhattan Gray Metallic
217,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-audi-q5-9157612/,2023 Audi Q5,"$76,744",Navarra Blue Metallic
218,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-audi-q5-9157606/,2023 Audi Q5,"$73,494",Chronos Gray Metallic
219,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-audi-q5-9157594/,2023 Audi Q5,"$75,544",Mythos Black Metallic
220,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-audi-q7-9157588/,2023 Audi Q7,"$109,409",Mythos Black Metallic
221,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-audi-q5-9157573/,2023 Audi Q5,"$74,344",Chronos Gray Metallic
222,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-audi-q5-9157570/,2023 Audi Q5,"$72,094",Daytona Gray Pearl
223,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-audi-q7-9157561/,2023 Audi Q7,"$110,609",Satellite Silver Metallic
224,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-audi-q5-9157558/,2023 Audi Q5,"$65,244",Daytona Gray Pearl
225,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-audi-q5-9157555/,2023 Audi Q5,"$74,694",Mythos Black Metallic
226,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-audi-a3-9157546/,2023 Audi A3,"$56,694",Navarra Blue Metallic
227,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-audi-q5-9157543/,2023 Audi Q5,"$71,244",Mythos Black Metallic
228,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-audi-q5-9157519/,2023 Audi Q5,"$75,844",Mythos Black Metallic
229,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-audi-q5-9157504/,2023 Audi Q5,"$59,894",Navarra Blue Metallic
230,https://www.carpages.ca/used-cars/manitoba/winnipeg/2020-mercedes-benz-e-class-9157408/,2020 Mercedes-Benz E-Class,"$95,000",Black
231,https://www.carpages.ca/used-cars/british-columbia/surrey/2015-chevrolet-volt-9156571/,2015 Chevrolet Volt,"$29,900",
232,https://www.carpages.ca/used-cars/ontario/belleville/2020-ford-fusion-9156277/,2020 Ford Fusion,"$26,995",Blue
233,https://www.carpages.ca/used-cars/ontario/belleville/2020-ford-fusion-9156259/,2020 Ford Fusion,"$30,495",Black
234,https://www.carpages.ca/used-cars/ontario/belleville/2020-ford-escape-9156253/,2020 Ford Escape,"$39,995",Black
235,https://www.carpages.ca/used-cars/nova-scotia/halifax/2021-ford-f-150-9156064/,2021 Ford F-150,"$81,986",White
236,https://www.carpages.ca/new-cars/manitoba/brandon/2022-ford-f-150-9155758/,2022 Ford F-150,"$61,320",Iconic Silver Metallic
237,https://www.carpages.ca/new-cars/ontario/ottawa/2022-ford-f-150-9155605/,2022 Ford F-150,"$84,540",Agate Black Metallic
238,https://www.carpages.ca/used-cars/ontario/mississauga/2018-ford-f-150-9155527/,2018 Ford F-150,"$32,998",White Platinum Metallic Tri-Coat
239,https://www.carpages.ca/used-cars/ontario/mississauga/2019-ford-f-150-9155521/,2019 Ford F-150,"$43,998",
240,https://www.carpages.ca/used-cars/alberta/edmonton/2021-ford-explorer-9154021/,2021 Ford Explorer,"$58,543",White
241,https://www.carpages.ca/new-cars/alberta/edmonton/2022-ford-mustang-mach-e-9154009/,2022 Ford Mustang MACH-E,"$89,280",Grey
242,https://www.carpages.ca/new-cars/alberta/edmonton/2022-ford-mustang-mach-e-9154000/,2022 Ford Mustang MACH-E,"$86,990",Blue
243,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-ford-mustang-mach-e-9153451/,2022 Ford Mustang MACH-E,"$92,690",SHADOW BLACK
244,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-ford-mustang-mach-e-9153448/,2022 Ford Mustang MACH-E,"$92,690",Iced Blue Silver Metallic
245,https://www.carpages.ca/used-cars/ontario/cambridge/2019-toyota-rav4-9153022/,2019 Toyota RAV4,"$38,989",Gray
246,https://www.carpages.ca/used-cars/ontario/scarborough/2013-lexus-gs-450h-hybrid-9152770/,2013 Lexus GS 450H HYBRID,"$28,895",Black
247,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-audi-q7-9152365/,2022 Audi Q7,"$91,159",Navarra Blue Metallic
248,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-audi-s8-9152356/,2023 Audi S8,"$174,599",Daytona Gray Pearl Effect
249,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-audi-a3-9152353/,2023 Audi A3,"$58,994",Glacier White Metallic
250,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-audi-q7-9152350/,2022 Audi Q7,"$94,359",Daytona Gray Pearl Effect
251,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-audi-q7-9152347/,2022 Audi Q7,"$91,859",Navarra Blue Metallic
252,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-audi-q7-9152344/,2023 Audi Q7,"$109,409",Glacier White Metallic
253,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-audi-a3-9152335/,2023 Audi A3,"$59,944",Daytona Gray Pearl Effect
254,https://www.carpages.ca/used-cars/ontario/toronto/2015-chevrolet-volt-9151627/,2015 Chevrolet Volt,"$15,999",Black
255,https://www.carpages.ca/new-cars/manitoba/brandon/2022-ford-f-150-9151315/,2022 Ford F-150,"$69,785",Gray
256,https://www.carpages.ca/used-cars/ontario/sudbury/2020-tesla-model-3-9151090/,2020 Tesla Model 3,"$73,425",White
257,https://www.carpages.ca/used-cars/alberta/high-river/2017-toyota-prius-9150907/,2017 Toyota Prius,"$24,995",Hypersonic Red
258,https://www.carpages.ca/used-cars/ontario/kanata/2019-hyundai-kona-9150895/,2019 Hyundai KONA,"$44,980",
259,https://www.carpages.ca/used-cars/ontario/vaughan/2019-tesla-model-x-9150388/,2019 Tesla Model X,"$111,888",Solid Black
260,https://www.carpages.ca/used-cars/ontario/mississauga/2022-chevrolet-bolt-9150214/,2022 Chevrolet Bolt,"$53,889",Silver Flare Metallic
261,https://www.carpages.ca/used-cars/quebec/saint-hubert/2021-tesla-model-3-9150193/,2021 Tesla Model 3,"$60,980",Solid Black
262,https://www.carpages.ca/used-cars/quebec/saint-hubert/2019-chevrolet-bolt-9150178/,2019 Chevrolet Bolt,"$40,980",Grey
263,https://www.carpages.ca/used-cars/british-columbia/surrey/2022-toyota-camry-9150070/,2022 Toyota Camry,"$45,987",White
264,https://www.carpages.ca/new-cars/ontario/listowel/2022-ford-mustang-mach-e-9150016/,2022 Ford Mustang MACH-E,"$93,080",STAR WHITE MET TRI-COAT
265,https://www.carpages.ca/new-cars/ontario/north-bay/2023-hyundai-elantra-9149992/,2023 Hyundai Elantra,"$31,124",Fluid Metal
266,https://www.carpages.ca/new-cars/alberta/edmonton/2023-hyundai-kona-9149872/,2023 Hyundai KONA,"$54,999",White
267,https://www.carpages.ca/new-cars/alberta/edmonton/2023-hyundai-kona-9149869/,2023 Hyundai KONA,"$54,999",White
268,https://www.carpages.ca/new-cars/alberta/red-deer/2022-ford-mustang-mach-e-9149779/,2022 Ford Mustang MACH-E,"$98,895",White
269,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-hyundai-tucson-9149707/,2023 Hyundai Tucson,"$50,524",Crystal White
270,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-hyundai-tucson-9149704/,2023 Hyundai Tucson,"$48,124",Crystal White
271,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-hyundai-tucson-hybrid-9149698/,2023 Hyundai Tucson Hybrid,"$45,774",Crystal White
272,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-hyundai-tucson-hybrid-9149692/,2023 Hyundai Tucson Hybrid,"$43,374",Crystal White
273,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-hyundai-santa-fe-9149689/,2023 Hyundai Santa Fe,"$53,324",Serenity White
274,https://www.carpages.ca/new-cars/manitoba/winnipeg/2023-hyundai-santa-fe-9149686/,2023 Hyundai Santa Fe,"$48,324",Serenity White
275,https://www.carpages.ca/used-cars/ontario/oakville/2018-tesla-model-3-9149035/,2018 Tesla Model 3,"$68,950",White
276,https://www.carpages.ca/used-cars/ontario/kitchener/2010-lexus-rx-450h-9149002/,2010 Lexus RX 450h,"$19,880",Red
277,https://www.carpages.ca/used-cars/ontario/oakville/2022-chevrolet-bolt-9148762/,2022 Chevrolet Bolt,"$56,950",Grey
278,https://www.carpages.ca/used-cars/ontario/oakville/2022-polestar-2-9148747/,2022 Polestar 2,"$69,700",Grey
279,https://www.carpages.ca/used-cars/british-columbia/abbotsford/2020-tesla-model-3-9148696/,2020 Tesla Model 3,"$55,995",White
280,https://www.carpages.ca/used-cars/ontario/guelph/2019-nissan-leaf-9148693/,2019 Nissan Leaf,"$34,900",Blue
281,https://www.carpages.ca/used-cars/ontario/oakville/2018-tesla-model-3-9148684/,2018 Tesla Model 3,"$54,995",Blue
282,https://www.carpages.ca/new-cars/nova-scotia/port-hawkesbury/2022-ford-f-150-9148633/,2022 Ford F-150,"$101,315",Iced Blue Silver Metallic
283,https://www.carpages.ca/used-cars/ontario/ottawa/2012-toyota-prius-c-9148609/,2012 Toyota Prius c,"$10,900",Gray
284,https://www.carpages.ca/used-cars/ontario/oakville/2020-tesla-model-3-9148135/,2020 Tesla Model 3,"$74,950",White
285,https://www.carpages.ca/used-cars/ontario/mississauga/2020-ford-fusion-9148114/,2020 Ford Fusion,"$32,795",Black
286,https://www.carpages.ca/used-cars/ontario/mississauga/2022-hyundai-tucson-hybrid-9148105/,2022 Hyundai Tucson Hybrid,"$59,995",Crimson Red
287,https://www.carpages.ca/used-cars/ontario/mississauga/2021-toyota-venza-9148090/,2021 Toyota Venza,"$54,995",Red
288,https://www.carpages.ca/used-cars/ontario/guelph/2017-toyota-prius-9147979/,2017 Toyota Prius,"$29,988",Blue
289,https://www.carpages.ca/new-cars/manitoba/brandon/2022-ford-f-150-9147241/,2022 Ford F-150,"$69,594",Space White Metallic
290,https://www.carpages.ca/new-cars/manitoba/brandon/2022-ford-f-150-9147238/,2022 Ford F-150,"$57,019",Gray
291,https://www.carpages.ca/used-cars/ontario/brampton/2021-ford-mustang-mach-e-9146608/,2021 Ford Mustang MACH-E,"$67,995",White
292,https://www.carpages.ca/used-cars/ontario/whitby/2018-nissan-leaf-9146557/,2018 Nissan Leaf,"$35,988",Scarlet Ember
293,https://www.carpages.ca/used-cars/ontario/kingston/2022-toyota-rav4-9145942/,2022 Toyota RAV4,"$56,488",Red
294,https://www.carpages.ca/used-cars/ontario/scarborough/2022-toyota-highlander-hybrid-9145936/,2022 Toyota Highlander Hybrid,"$74,895",White
295,https://www.carpages.ca/used-cars/ontario/kingston/2022-toyota-prius-9145924/,2022 Toyota Prius,"$43,988",Gray
296,https://www.carpages.ca/used-cars/ontario/concord/2021-ford-escape-9145666/,2021 Ford Escape,"$42,995",White
297,https://www.carpages.ca/used-cars/ontario/kitchener/2018-toyota-highlander-9145105/,2018 Toyota Highlander,"$43,880",Black
298,https://www.carpages.ca/new-cars/saskatchewan/kindersley/2022-ford-f-150-9144241/,2022 Ford F-150,"$94,334",Star White Tri-Coat
299,https://www.carpages.ca/new-cars/saskatchewan/kindersley/2022-ford-f-150-9144238/,2022 Ford F-150,"$90,984",Antimatter Blue Metallic
300,https://www.carpages.ca/used-cars/ontario/oakville/2021-toyota-rav4-9143254/,2021 Toyota RAV4,"$72,980",Red
301,https://www.carpages.ca/new-cars/ontario/ottawa/2022-ford-f-150-9143167/,2022 Ford F-150,"$83,310",Oxford White
302,https://www.carpages.ca/new-cars/british-columbia/vancouver/2023-mercedes-benz-e-class-9143029/,2023 Mercedes-Benz E-Class,"$206,572",Obsidian Black Metallic
303,https://www.carpages.ca/used-cars/british-columbia/coquitlam/2021-tesla-model-y-9142993/,2021 Tesla Model Y,"$93,449",
304,https://www.carpages.ca/used-cars/british-columbia/vancouver/2023-hyundai-kona-9142504/,2023 Hyundai KONA,"$57,980",Gray
305,https://www.carpages.ca/used-cars/ontario/markham/2022-tesla-model-y-9142447/,2022 Tesla Model Y,"$89,795",White
306,https://www.carpages.ca/used-cars/british-columbia/surrey/2022-ford-e-transit-cargo-van-9142171/,2022 Ford E-Transit Cargo Van,"$88,997",White
307,https://www.carpages.ca/used-cars/alberta/edmonton/2022-land-rover-evoque-9142054/,2022 Land Rover Evoque,"$74,995",Grey
308,https://www.carpages.ca/new-cars/alberta/edmonton/2023-hyundai-tucson-hybrid-9141988/,2023 Hyundai Tucson Hybrid,"$53,999",
309,https://www.carpages.ca/new-cars/alberta/edmonton/2022-hyundai-tucson-hybrid-9141973/,2022 Hyundai Tucson Hybrid,"$49,999",Grey
310,https://www.carpages.ca/used-cars/alberta/edmonton/2021-tesla-model-3-9141718/,2021 Tesla Model 3,"$63,900",Grey
311,https://www.carpages.ca/used-cars/manitoba/winnipeg/2021-ford-explorer-9141589/,2021 Ford Explorer,"$55,750",Agate Black Metallic
312,https://www.carpages.ca/used-cars/ontario/thornhill/2015-bmw-i8-9140521/,2015 BMW i8,"$87,997",Black
313,https://www.carpages.ca/used-cars/manitoba/brandon/2018-ford-focus-9140044/,2018 Ford Focus,"$19,999",
314,https://www.carpages.ca/new-cars/saskatchewan/regina/2022-ford-escape-9139897/,2022 Ford Escape,"$50,049",Carbonized Grey Metallic
315,https://www.carpages.ca/used-cars/ontario/kanata/2020-toyota-rav4-9139591/,2020 Toyota RAV4,"$46,888",Black
316,https://www.carpages.ca/used-cars/british-columbia/coquitlam/2022-tesla-model-y-9139528/,2022 Tesla Model Y,"$97,040",
317,https://www.carpages.ca/used-cars/saskatchewan/paradise-hill/2021-ford-f-150-9139489/,2021 Ford F-150,"$69,800",Carbonized Grey Metallic
318,https://www.carpages.ca/used-cars/ontario/brampton/2018-smart-fortwo-9138925/,2018 Smart fortwo,"$21,495",Lava Orange Metallic
319,https://www.carpages.ca/new-cars/ontario/listowel/2023-jeep-wrangler-9138631/,2023 Jeep Wrangler,"$65,080",Silver Zynith Clear Coat
320,https://www.carpages.ca/used-cars/british-columbia/richmond/2023-jeep-wrangler-9138475/,2023 Jeep Wrangler,"$73,100",Grey
321,https://www.carpages.ca/used-cars/ontario/london/2019-chevrolet-bolt-ev-9138043/,2019 Chevrolet Bolt EV,"$45,990",Silver
322,https://www.carpages.ca/used-cars/ontario/perth/2016-toyota-rav4-9137686/,2016 Toyota RAV4,"$29,995",Black
323,https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2022-ram-1500-9137500/,2022 RAM 1500,"$78,785",Bright White
324,https://www.carpages.ca/used-cars/manitoba/winnipeg/2019-ford-fusion-9137059/,2019 Ford Fusion,"$33,800",Ruby Red Metallic Tinted Clearcoat
325,https://www.carpages.ca/used-cars/ontario/kitchener/2016-toyota-highlander-9136939/,2016 Toyota Highlander,"$37,557",Burgundy
326,https://www.carpages.ca/used-cars/ontario/kitchener/2019-toyota-camry-9136921/,2019 Toyota Camry,"$34,984",Black
327,https://www.carpages.ca/new-cars/british-columbia/surrey/2023-jeep-wrangler-9136330/,2023 Jeep Wrangler,"$83,501",Bright White
328,https://www.carpages.ca/new-cars/saskatchewan/regina/2022-ford-f-150-9136291/,2022 Ford F-150,"$80,000",Agate Black Metallic
329,https://www.carpages.ca/new-cars/british-columbia/surrey/2022-jeep-grand-cherokee-9136045/,2022 Jeep Grand Cherokee,"$86,700",Silver Zynith
330,https://www.carpages.ca/used-cars/ontario/mississauga/2021-tesla-model-3-9136018/,2021 Tesla Model 3,"$56,900",Solid Black
331,https://www.carpages.ca/used-cars/ontario/mississauga/2021-jeep-wrangler-9136006/,2021 Jeep Wrangler,"$67,900",Bright White
332,https://www.carpages.ca/used-cars/ontario/burlington/2019-tesla-model-s-9135136/,2019 Tesla Model S,"$114,995",
333,https://www.carpages.ca/new-cars/manitoba/swan-river/2022-ford-f-150-9135013/,2022 Ford F-150,"$72,205",Agate Black Metallic
334,https://www.carpages.ca/new-cars/alberta/edmonton/2022-ford-mustang-mach-e-9134869/,2022 Ford Mustang MACH-E,"$86,190",Black
335,https://www.carpages.ca/used-cars/ontario/north-york/2012-toyota-highlander-hybrid-9134698/,2012 Toyota Highlander Hybrid,"$22,999",Grey
336,https://www.carpages.ca/used-cars/manitoba/winnipeg/2021-tesla-model-3-9134692/,2021 Tesla Model 3,"$69,888",Black
337,https://www.carpages.ca/new-cars/nova-scotia/port-hawkesbury/2022-ford-f-150-9134311/,2022 Ford F-150,"$83,250",Iconic Silver Metallic
338,https://www.carpages.ca/used-cars/ontario/north-york/2017-honda-accord-9133951/,2017 Honda Accord,"$24,995",White
339,https://www.carpages.ca/used-cars/ontario/toronto/2018-chevrolet-volt-9133549/,2018 Chevrolet Volt,"$29,988",
340,https://www.carpages.ca/new-cars/ontario/thornhill/2022-jeep-wagoneer-9132463/,2022 Jeep Wagoneer,"$98,985",Gray
341,https://www.carpages.ca/used-cars/ontario/peterborough/2013-ford-f-150-9130918/,2013 Ford F-150,"$24,799",Black
342,https://www.carpages.ca/new-cars/alberta/high-river/2023-toyota-sienna-9130669/,2023 Toyota Sienna,"$61,780",Midnight Black Metallic
343,https://www.carpages.ca/new-cars/alberta/high-river/2023-toyota-sienna-9130666/,2023 Toyota Sienna,"$49,080",Predawn Gray Mica
344,https://www.carpages.ca/new-cars/alberta/high-river/2023-toyota-sienna-9130663/,2023 Toyota Sienna,"$46,540",Blueprint
345,https://www.carpages.ca/new-cars/alberta/high-river/2023-toyota-sienna-9130660/,2023 Toyota Sienna,"$45,380",Ice Cap
346,https://www.carpages.ca/new-cars/alberta/high-river/2023-toyota-sienna-9130657/,2023 Toyota Sienna,"$43,540",Wind Chill Pearl
347,https://www.carpages.ca/used-cars/british-columbia/coquitlam/2020-tesla-model-y-9130540/,2020 Tesla Model Y,"$92,922",
348,https://www.carpages.ca/used-cars/ontario/orillia/2022-toyota-rav4-9130342/,2022 Toyota RAV4,"$55,796",Midnight Black Metallic
349,https://www.carpages.ca/used-cars/alberta/medicine-hat/2021-jeep-wrangler-9129943/,2021 Jeep Wrangler,"$67,998",White
350,https://www.carpages.ca/used-cars/british-columbia/richmond/2022-tesla-model-3-9129874/,2022 Tesla Model 3,"$78,448",Solid Black
351,https://www.carpages.ca/used-cars/ontario/brampton/2022-tesla-model-y-9129832/,2022 Tesla Model Y,"$89,995",Red Multi-Coat
352,https://www.carpages.ca/used-cars/british-columbia/surrey/2021-ram-1500-9129538/,2021 RAM 1500,"$74,999",Black
353,https://www.carpages.ca/new-cars/ontario/north-bay/2022-hyundai-tucson-hybrid-9129517/,2022 Hyundai Tucson Hybrid,"$41,224",Crimson Red
354,https://www.carpages.ca/new-cars/alberta/red-deer/2022-ford-mustang-mach-e-9129199/,2022 Ford Mustang MACH-E,"$102,275",White
355,https://www.carpages.ca/used-cars/manitoba/winnipeg/2020-ford-escape-9129145/,2020 Ford Escape,"$37,992",Ingot Silver Metallic
356,https://www.carpages.ca/used-cars/alberta/edmonton/2019-toyota-rav4-9129142/,2019 Toyota RAV4,"$35,900",Silver
357,https://www.carpages.ca/used-cars/ontario/guelph/2018-hyundai-ioniq-9128323/,2018 Hyundai IONIQ,"$32,800",Grey
358,https://www.carpages.ca/used-cars/ontario/london/2013-tesla-model-s-9128275/,2013 Tesla Model S,"$32,995",Red
359,https://www.carpages.ca/used-cars/nova-scotia/dartmouth/2019-kia-niro-9128206/,2019 Kia NIRO,"$31,977",Gray
360,https://www.carpages.ca/used-cars/ontario/toronto/2014-tesla-model-s-9127339/,2014 Tesla Model S,"$36,880",Blue
361,https://www.carpages.ca/used-cars/nova-scotia/halifax/2011-hyundai-sonata-9126562/,2011 Hyundai Sonata,"$6,995",Silver Frost Metallic
362,https://www.carpages.ca/new-cars/saskatchewan/regina/2022-ford-explorer-9126241/,2022 Ford Explorer,"$63,699",STAR WHITE METALLIC TRI-COAT
363,https://www.carpages.ca/used-cars/british-columbia/port-coquitlam/2020-tesla-model-3-9126196/,2020 Tesla Model 3,"$68,995",Black
364,https://www.carpages.ca/used-cars/ontario/orleans/2021-toyota-highlander-9125815/,2021 Toyota Highlander,"$63,995",Midnight Black Metallic
365,https://www.carpages.ca/used-cars/ontario/ottawa/2018-nissan-leaf-9125791/,2018 Nissan Leaf,"$36,386",Red
366,https://www.carpages.ca/used-cars/ontario/waterloo/2021-tesla-model-y-9125287/,2021 Tesla Model Y,"$81,942",Pearl White Multi-Coat
367,https://www.carpages.ca/new-cars/alberta/red-deer/2022-lincoln-corsair-9124870/,2022 Lincoln Corsair,"$80,770",White
368,https://www.carpages.ca/used-cars/ontario/nepean/2020-tesla-model-3-9124756/,2020 Tesla Model 3,"$53,898",White
369,https://www.carpages.ca/used-cars/manitoba/winnipeg/2021-tesla-model-s-9124726/,2021 Tesla Model S,"$129,888",Black
370,https://www.carpages.ca/used-cars/ontario/mississauga/2019-toyota-camry-9124711/,2019 Toyota Camry,"$31,499",Midnight Black Metallic
371,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-hyundai-tucson-hybrid-9124705/,2022 Hyundai Tucson Hybrid,"$42,774",Shimmering Silver
372,https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-hyundai-santa-fe-9124693/,2022 Hyundai Santa Fe,"$45,274",White Cream
373,https://www.carpages.ca/used-cars/ontario/scarborough/2022-tesla-model-3-9123958/,2022 Tesla Model 3,"$76,995",White
374,https://www.carpages.ca/used-cars/ontario/guelph/2020-mitsubishi-outlander-9123172/,2020 Mitsubishi Outlander,"$45,488",Black
375,https://www.carpages.ca/used-cars/ontario/guelph/2020-ford-escape-9123145/,2020 Ford Escape,"$39,995",Grey
376,https://www.carpages.ca/used-cars/newfoundland-and-labrador/corner-brook/2016-kia-optima-9122389/,2016 Kia Optima,"$12,500",Snow White Pearl
377,https://www.carpages.ca/used-cars/nova-scotia/hebbville/2017-honda-accord-9122350/,2017 Honda Accord,"$25,994",Black
378,https://www.carpages.ca/used-cars/ontario/st-catharines/2018-chevrolet-volt-9121849/,2018 Chevrolet Volt,"$27,795",White
379,https://www.carpages.ca/used-cars/ontario/brampton/2019-tesla-model-3-9121714/,2019 Tesla Model 3,"$54,995",Grey
380,https://www.carpages.ca/used-cars/ontario/north-york/2014-smart-fortwo-9121582/,2014 Smart fortwo,"$15,500",Deep Black
381,https://www.carpages.ca/used-cars/alberta/edmonton/2022-bmw-3-series-9121501/,2022 BMW 3 Series,"$74,995",White
382,https://www.carpages.ca/used-cars/ontario/toronto/2017-toyota-prius-9120817/,2017 Toyota Prius,"$24,995",White
383,https://www.carpages.ca/used-cars/ontario/guelph/2018-toyota-prius-9120532/,2018 Toyota Prius,"$25,800",Blue
384,https://www.carpages.ca/used-cars/manitoba/winnipeg/2020-ford-fusion-9120259/,2020 Ford Fusion,"$33,995",White
385,https://www.carpages.ca/used-cars/alberta/edmonton/2015-chevrolet-spark-9119674/,2015 Chevrolet Spark,"$19,999",Silver
386,https://www.carpages.ca/used-cars/ontario/mississauga/2022-hyundai-tucson-hybrid-9119215/,2022 Hyundai Tucson Hybrid,"$57,495",Deep Sea Blue
387,https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-9118735/,2022 Ford F-150,"$61,690",Antimatter Blue
388,https://www.carpages.ca/new-cars/ontario/ottawa/2022-jeep-grand-cherokee-9118342/,2022 Jeep Grand Cherokee,"$91,549",Baltic Grey Metallic
389,https://www.carpages.ca/used-cars/ontario/waterloo/2018-chrysler-pacifica-9117799/,2018 Chrysler Pacifica,"$41,662",Bright White
390,https://www.carpages.ca/used-cars/ontario/kitchener/2022-kia-niro-9117748/,2022 Kia NIRO,"$40,999",Black
391,https://www.carpages.ca/used-cars/british-columbia/surrey/2022-hyundai-tucson-hybrid-9117595/,2022 Hyundai Tucson Hybrid,"$57,798",Blue
392,https://www.carpages.ca/used-cars/british-columbia/surrey/2021-hyundai-santa-fe-9117592/,2021 Hyundai Santa Fe,"$55,998",White
393,https://www.carpages.ca/used-cars/british-columbia/surrey/2021-toyota-prius-9117580/,2021 Toyota Prius,"$42,997",Black
394,https://www.carpages.ca/used-cars/alberta/edmonton/2019-mercedes-benz-cls-class-9117526/,2019 Mercedes-Benz CLS-Class,"$68,995",White
395,https://www.carpages.ca/used-cars/alberta/edmonton/2021-audi-rs-6-9117520/,2021 Audi RS 6,"$158,995",Blue
396,https://www.carpages.ca/new-cars/alberta/edmonton/2022-hyundai-santa-fe-9117457/,2022 Hyundai Santa Fe,"$52,999",
397,https://www.carpages.ca/used-cars/alberta/edmonton/2019-hyundai-sonata-9117409/,2019 Hyundai Sonata,"$44,997",Black
398,https://www.carpages.ca/used-cars/alberta/edmonton/2021-lexus-ux-9117328/,2021 Lexus UX,"$41,900",White
399,https://www.carpages.ca/used-cars/manitoba/winnipeg/2022-tesla-model-y-9117172/,2022 Tesla Model Y,"$99,982",Deep Blue Metallic
400,https://www.carpages.ca/used-cars/ontario/concord/2019-hyundai-ioniq-9117100/,2019 Hyundai IONIQ,"$32,488",Gray
401,https://www.carpages.ca/new-cars/manitoba/selkirk/2022-ford-mustang-mach-e-9116191/,2022 Ford Mustang MACH-E,"$92,979",Space White Metallic
402,https://www.carpages.ca/new-cars/saskatchewan/regina/2022-ram-1500-9116107/,2022 RAM 1500,"$80,828",Granite Crystal Metallic
403,https://www.carpages.ca/used-cars/ontario/cambridge/2019-ford-fusion-9115954/,2019 Ford Fusion,"$23,995",Black
404,https://www.carpages.ca/new-cars/nova-scotia/halifax/2023-volvo-xc90-9115819/,2023 Volvo XC90,"$77,665",Platinum Grey Metallic
405,https://www.carpages.ca/new-cars/nova-scotia/halifax/2023-volvo-v60-9115816/,2023 Volvo V60,"$65,470",Crystal White Pearl Metallic
406,https://www.carpages.ca/new-cars/newfoundland-and-labrador/st-john-s/2022-mercedes-benz-gle-9115315/,2022 Mercedes-Benz GLE,"$103,684",Polar White
407,https://www.carpages.ca/used-cars/manitoba/brandon/2018-ford-f-150-9115075/,2018 Ford F-150,"$26,299",Ruby Red Metallic Tinted Clearcoat
408,https://www.carpages.ca/new-cars/ontario/new-hamburg/2022-ford-escape-9114946/,2022 Ford Escape,"$47,449",Carbonized Gray Metallic
409,https://www.carpages.ca/new-cars/ontario/new-hamburg/2022-ford-f-150-9114928/,2022 Ford F-150,"$87,220",STAR WHITE METALLIC TRI-COAT
