,link,Title,Detials,Price per Night,Rating
86,https://www.airbnb.ca/rooms/556867306467789288?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=f414db89-254d-44b6-a1c9-4665e227a0b4,Free Parking & 32F A block Away from Waikiki Beach,4 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,$564 CAD,4.9 
87,https://www.airbnb.ca/rooms/47838034?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=f414db89-254d-44b6-a1c9-4665e227a0b4,Lovely KingBed Studio WaikikiFREE assignedParking,2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,$385 CAD,4.9 
88,https://www.airbnb.ca/rooms/28233244?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=f414db89-254d-44b6-a1c9-4665e227a0b4,"Elegant, Spacious Downtown Hideaway w/Parking",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,$375 CAD,4.88
89,https://www.airbnb.ca/rooms/15677743?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=f414db89-254d-44b6-a1c9-4665e227a0b4,Marina Oasis  Full Kitchen/Laundry/Parking Options,4 guests ·  · Studio ·  · 2 beds ·  · 1 bath,$380 CAD,4.62
90,https://www.airbnb.ca/rooms/42291844?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=f414db89-254d-44b6-a1c9-4665e227a0b4,Panoramic Waikiki Oceanviews from 36th floor !!,2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,$381 CAD,4.78
91,https://www.airbnb.ca/rooms/34749905?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=f414db89-254d-44b6-a1c9-4665e227a0b4,"Shoreline Hotel Waikiki, One King Bed",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 private bath,$322 CAD,4.0 
92,https://www.airbnb.ca/rooms/48493621?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=f414db89-254d-44b6-a1c9-4665e227a0b4,Ocean Retreats - #31st High Floor Studio,2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,$361 CAD,4.64
93,https://www.airbnb.ca/rooms/27589791?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=f414db89-254d-44b6-a1c9-4665e227a0b4,Hale in Paradise Rainbow view,2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,$313 CAD,4.61
94,https://www.airbnb.ca/rooms/20970621?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=f414db89-254d-44b6-a1c9-4665e227a0b4,Ocean view !! The  best location in waikiki!,2 guests ·  · Studio ·  · 2 beds ·  · 1 bath,$266 CAD,4.63
95,https://www.airbnb.ca/rooms/18510539?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=f414db89-254d-44b6-a1c9-4665e227a0b4,Oceanview Studio Waikiki Free Park Double Balcony,2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,$433 CAD,4.87
96,https://www.airbnb.ca/rooms/53974649?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=f414db89-254d-44b6-a1c9-4665e227a0b4,West Waikiki bedroom w/ bathroom【B】,1 guest ·  · 1 bedroom ·  · 1 bed ·  · 1 private bath,$291 CAD,4.89
97,https://www.airbnb.ca/rooms/628796923257224601?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=f414db89-254d-44b6-a1c9-4665e227a0b4,Waikiki Bamboo,4 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,$425 CAD,New
98,https://www.airbnb.ca/rooms/39533013?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=f414db89-254d-44b6-a1c9-4665e227a0b4,Gold Corner Studio,4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,$324 CAD,4.21
99,https://www.airbnb.ca/rooms/50751946?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=f414db89-254d-44b6-a1c9-4665e227a0b4,3 Bedroom/3 Bath Ocean View with parking. Waikiki,7 guests ·  · 3 bedrooms ·  · 3 beds ·  · 3 baths,$816 CAD,4.58
100,https://www.airbnb.ca/rooms/17929539?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=f414db89-254d-44b6-a1c9-4665e227a0b4,Excellent and Cozy Home in Waikiki,2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,$318 CAD,4.59
101,https://www.airbnb.ca/rooms/50897977?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=a8ebeb35-029c-4694-a9a2-6e5f0bf05086,"Pool View, 1 King Bed OR 2 Doubles",4 guests ·  · Studio ·  · 1 bed ·  · 1 private bath,$322 CAD,4.35
102,https://www.airbnb.ca/rooms/34794590?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=a8ebeb35-029c-4694-a9a2-6e5f0bf05086,A New Waikiki Studio Cozy Ocean Views Top Location,3 guests ·  · Studio ·  · 1 bed ·  · 1 bath,$348 CAD,4.75
103,https://www.airbnb.ca/rooms/9481192?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=a8ebeb35-029c-4694-a9a2-6e5f0bf05086,the whole ocean view with a free parking and wifi,4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,$453 CAD,4.78
104,https://www.airbnb.ca/rooms/49255448?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=a8ebeb35-029c-4694-a9a2-6e5f0bf05086,❤️AWESOME STUDIOS❤️  5min to 🏄‍♀️🏊‍♀️🏖🐠🐋🦈FREE 🚙🅿️ 250mbps+💻,4 guests ·  · Studio ·  · 2 beds ·  · 1 bath,$441 CAD,4.64
105,https://www.airbnb.ca/rooms/742127738838623518?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=a8ebeb35-029c-4694-a9a2-6e5f0bf05086,Rare 2BR/2BA *Near Waikiki Beach + Free Parking!,9 guests ·  · 2 bedrooms ·  · 6 beds ·  · 2 baths,"$1,590 CAD",New
106,https://www.airbnb.ca/rooms/715349894528091708?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=a8ebeb35-029c-4694-a9a2-6e5f0bf05086,Hoʻomaha 1 bedroom Suite + 1 Free Parking,4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,$523 CAD,New
107,https://www.airbnb.ca/rooms/712026627390385177?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=a8ebeb35-029c-4694-a9a2-6e5f0bf05086,Condo in Waikiki,2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,$412 CAD,5.0 
108,https://www.airbnb.ca/rooms/50570430?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=a8ebeb35-029c-4694-a9a2-6e5f0bf05086,"Newly renovated island Studio, 1 block from beach!",3 guests ·  · Studio ·  · 2 beds ·  · 1 bath,$492 CAD,4.88
109,https://www.airbnb.ca/rooms/628301456286547856?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=a8ebeb35-029c-4694-a9a2-6e5f0bf05086,Luana at Waikiki with ocean and park view,4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 private bath,$459 CAD,4.9 
110,https://www.airbnb.ca/rooms/43237813?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=a8ebeb35-029c-4694-a9a2-6e5f0bf05086,Waikiki Ocean View Suite Kitchen with 1 Queen Bed,2 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 private bath,$306 CAD,4.5 
111,https://www.airbnb.ca/rooms/48232670?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=a8ebeb35-029c-4694-a9a2-6e5f0bf05086,**Special Rates - Just 5 min to Waikiki Beach**,2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,$335 CAD,4.61
112,https://www.airbnb.ca/rooms/34749259?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=a8ebeb35-029c-4694-a9a2-6e5f0bf05086,"Coconut Waikiki Hotel, City View Two Doubles",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,$241 CAD,4.26
113,https://www.airbnb.ca/rooms/43405708?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=a8ebeb35-029c-4694-a9a2-6e5f0bf05086,2019 Full Renovation Shopping Center 2min walk! Waikiki Center,2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,$368 CAD,4.41
114,https://www.airbnb.ca/rooms/604452166527277906?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=a8ebeb35-029c-4694-a9a2-6e5f0bf05086,Close to the beach Villa 2 with free parking.,4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 1 bath,$623 CAD,New
115,https://www.airbnb.ca/rooms/51088363?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=a8ebeb35-029c-4694-a9a2-6e5f0bf05086,🏝 Waikiki Beach Ocean Views,5 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,$670 CAD,4.86
116,https://www.airbnb.ca/rooms/45775691?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=a8ebeb35-029c-4694-a9a2-6e5f0bf05086,Waikiki 2B1B Condo with Good view & free parking,6 guests ·  · 2 bedrooms ·  · 4 beds ·  · 1 bath,$658 CAD,4.48
117,https://www.airbnb.ca/rooms/595900442832317649?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=a8ebeb35-029c-4694-a9a2-6e5f0bf05086,Newly Renovated! Extraordinary Studio Near Beach!*,4 guests ·  · Studio ·  · 1 bed ·  · 1 bath,$572 CAD,4.96
118,https://www.airbnb.ca/rooms/47136629?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=a8ebeb35-029c-4694-a9a2-6e5f0bf05086,PANORAMIC OCEANVIEW ON HIGH FLOOR STEPS FROM BEACH,4 guests ·  · Studio ·  · 2 beds ·  · 1 bath,$516 CAD,4.87
119,https://www.airbnb.ca/rooms/51866618?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=a8ebeb35-029c-4694-a9a2-6e5f0bf05086,*Cute 1 bedroom in West Waikiki*,2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,$325 CAD,4.72
120,https://www.airbnb.ca/rooms/739092544072492119?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=a8ebeb35-029c-4694-a9a2-6e5f0bf05086,Aloha Campervan,2 guests ·  · 1 bedroom ·  · 1 bed,$187 CAD,New
121,https://www.airbnb.ca/rooms/49134397?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=38988767-9efc-47b0-91a3-56a7e24882da,2 min walk to Waikiki Beach🐠Most Popular Location,2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,$377 CAD,4.77
122,https://www.airbnb.ca/rooms/16518348?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=38988767-9efc-47b0-91a3-56a7e24882da,View!! FREE on-site PARKING Waikiki Studio 🌈*日本語*,2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,$453 CAD,4.87
123,https://www.airbnb.ca/rooms/37535565?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=38988767-9efc-47b0-91a3-56a7e24882da,Modern Magic and steps to Waikiki Beach Water,2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,$452 CAD,4.74
124,https://www.airbnb.ca/rooms/46839098?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=38988767-9efc-47b0-91a3-56a7e24882da,Alanui Adventures Camping  (EASY set up/SPACIOUS),2 guests ·  · 1 bedroom ·  · 1 bed ·  · 0 baths,$321 CAD,4.93
125,https://www.airbnb.ca/rooms/547455486546838612?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=38988767-9efc-47b0-91a3-56a7e24882da,🌴WAIKIKI AMAZING SUNRISE-Legal Rental🌴,2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,$399 CAD,4.8 
126,https://www.airbnb.ca/rooms/53265474?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=38988767-9efc-47b0-91a3-56a7e24882da,Nalu Malu 1 Bedroom @Waikiki Banyan 1 Free Parking,4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,$542 CAD,4.94
127,https://www.airbnb.ca/rooms/734950656907748097?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=38988767-9efc-47b0-91a3-56a7e24882da,33rd FL Ocean and Diamond Head View | Free Parking,4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,$728 CAD,New
128,https://www.airbnb.ca/rooms/51962056?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=38988767-9efc-47b0-91a3-56a7e24882da,✨ Standard Room with 2 Double Beds at  Waikiki beach,4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,$324 CAD,4.58
129,https://www.airbnb.ca/rooms/547475938534382212?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=38988767-9efc-47b0-91a3-56a7e24882da,🐳WAIKIKI HAWAIIAN OASIS-Legal Rental🐳,2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,$414 CAD,4.75
130,https://www.airbnb.ca/rooms/740765032376041643?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=38988767-9efc-47b0-91a3-56a7e24882da,17th fl. Ocean Views | Ilikai Marina | Wi-Fi & AC,3 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,$685 CAD,New
131,https://www.airbnb.ca/rooms/53450221?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=38988767-9efc-47b0-91a3-56a7e24882da,Newly renovated Condo Center of Waikiki Near Beach,4 guests ·  · Studio ·  · 2 beds ·  · 1 bath,$523 CAD,4.74
132,https://www.airbnb.ca/rooms/27532744?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=38988767-9efc-47b0-91a3-56a7e24882da,"Waikiki, Free Parking, 20th flr, ocean/city views",4 guests ·  · Studio ·  · 2 beds ·  · 1 private bath,$408 CAD,4.63
133,https://www.airbnb.ca/rooms/675492569372274587?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=38988767-9efc-47b0-91a3-56a7e24882da,*Ocean View Studio* Island Colony by HOC realty,4 guests ·  · Studio ·  · 2 beds ·  · 1 bath,$478 CAD,5.0 
134,https://www.airbnb.ca/rooms/559014008550904162?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=38988767-9efc-47b0-91a3-56a7e24882da,Spacious Condo Central of Waikiki Near Beach!,4 guests ·  · Studio ·  · 2 beds ·  · 1 bath,$523 CAD,4.9 
135,https://www.airbnb.ca/rooms/36336712?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=38988767-9efc-47b0-91a3-56a7e24882da,"Hotel LaCroix, Silver King",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,$281 CAD,4.36
136,https://www.airbnb.ca/rooms/556867306467789288?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=38988767-9efc-47b0-91a3-56a7e24882da,Free Parking & 32F A block Away from Waikiki Beach,4 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,$564 CAD,4.9 
137,https://www.airbnb.ca/rooms/595900442832317649?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=38988767-9efc-47b0-91a3-56a7e24882da,Newly Renovated! Extraordinary Studio Near Beach!*,4 guests ·  · Studio ·  · 1 bed ·  · 1 bath,$572 CAD,4.96
138,https://www.airbnb.ca/rooms/628796923257224601?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=38988767-9efc-47b0-91a3-56a7e24882da,Waikiki Bamboo,4 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,$425 CAD,New
139,https://www.airbnb.ca/rooms/628301456286547856?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=38988767-9efc-47b0-91a3-56a7e24882da,Luana at Waikiki with ocean and park view,4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 private bath,$459 CAD,4.9 
140,https://www.airbnb.ca/rooms/44108595?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=38988767-9efc-47b0-91a3-56a7e24882da,🏄‍♀️ BEST WAIKIKI BEACH~OCEAN VIEWS~Legal Rental,2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,$407 CAD,4.91
141,https://www.airbnb.ca/rooms/51866618?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=0c88ec1c-1647-4384-b101-9bfa4b94ec4a,*Cute 1 bedroom in West Waikiki*,2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,$325 CAD,4.72
142,https://www.airbnb.ca/rooms/24874873?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=0c88ec1c-1647-4384-b101-9bfa4b94ec4a,"Waikiki Sunset 31st Floor,  Free Parking",6 guests ·  · 1 bedroom ·  · 3 beds ·  · 1 bath,$664 CAD,4.66
143,https://www.airbnb.ca/rooms/605075241169021058?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=0c88ec1c-1647-4384-b101-9bfa4b94ec4a,"Lovely 1-Bedroom at Ilikai Marina, Waikiki",6 guests ·  · 1 bedroom ·  · 4 beds ·  · 1 bath,$425 CAD,4.94
144,https://www.airbnb.ca/rooms/43237527?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=0c88ec1c-1647-4384-b101-9bfa4b94ec4a,Waikiki One Bedroom with Kitchen and 2 Twin Beds,2 guests ·  · 1 bedroom ·  · 3 beds ·  · 1 private bath,$282 CAD,4.17
145,https://www.airbnb.ca/rooms/50244032?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=0c88ec1c-1647-4384-b101-9bfa4b94ec4a,Waikiki Banyan Penthouse - Top Floor Ocean View,6 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,$670 CAD,4.91
146,https://www.airbnb.ca/rooms/53422613?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=0c88ec1c-1647-4384-b101-9bfa4b94ec4a,"NEW, plush condo steps to shop,eat &Waikiki beach",4 guests ·  · 1 bedroom ·  · 3 beds ·  · 1 bath,$484 CAD,4.75
147,https://www.airbnb.ca/rooms/643182091974399532?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=0c88ec1c-1647-4384-b101-9bfa4b94ec4a,Steps to Waikiki Beach- Ocean View- Free Parking,6 guests ·  · 1 bedroom ·  · 3 beds ·  · 1 private bath,$578 CAD,4.73
148,https://www.airbnb.ca/rooms/50795349?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=0c88ec1c-1647-4384-b101-9bfa4b94ec4a,Tacoma w/ Rooftent - Close to Honolulu Airport,2 guests ·  · 1 bedroom ·  · 0 baths,$226 CAD,4.89
149,https://www.airbnb.ca/rooms/42177823?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=0c88ec1c-1647-4384-b101-9bfa4b94ec4a,Camp around with beautiful Caravan,2 guests,$215 CAD,4.5 
150,https://www.airbnb.ca/rooms/43405708?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=0c88ec1c-1647-4384-b101-9bfa4b94ec4a,2019 Full Renovation Shopping Center 2min walk! Waikiki Center,2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,$368 CAD,4.41
151,https://www.airbnb.ca/rooms/53450221?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=0c88ec1c-1647-4384-b101-9bfa4b94ec4a,Newly renovated Condo Center of Waikiki Near Beach,4 guests ·  · Studio ·  · 2 beds ·  · 1 bath,$523 CAD,4.74
152,https://www.airbnb.ca/rooms/547455486546838612?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=0c88ec1c-1647-4384-b101-9bfa4b94ec4a,🌴WAIKIKI AMAZING SUNRISE-Legal Rental🌴,2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,$399 CAD,4.8 
153,https://www.airbnb.ca/rooms/1802856?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=0c88ec1c-1647-4384-b101-9bfa4b94ec4a,ILIKAI 1734- Deluxe Studio w Lagoon and Ocean View,3 guests ·  · Studio ·  · 3 beds ·  · 1 bath,$712 CAD,4.68
154,https://www.airbnb.ca/rooms/547262530563127251?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=0c88ec1c-1647-4384-b101-9bfa4b94ec4a,🌈 WAIKIKI RAINBOW SUNRISE- Legal Rental🌈,2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,$374 CAD,4.71
155,https://www.airbnb.ca/rooms/597259457677095125?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=0c88ec1c-1647-4384-b101-9bfa4b94ec4a,*Cozy Waikiki Gem!Newly Renovated Central Waikiki!,2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,$517 CAD,4.88
156,https://www.airbnb.ca/rooms/628796923257224601?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=0c88ec1c-1647-4384-b101-9bfa4b94ec4a,Waikiki Bamboo,4 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,$425 CAD,New
157,https://www.airbnb.ca/rooms/687139513757710232?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=0c88ec1c-1647-4384-b101-9bfa4b94ec4a,36th Fl Ocean Views | Fully Remodeled | Parking,3 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,$684 CAD,4.8 
158,https://www.airbnb.ca/rooms/47838034?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=0c88ec1c-1647-4384-b101-9bfa4b94ec4a,Lovely KingBed Studio WaikikiFREE assignedParking,2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,$385 CAD,4.9 
159,https://www.airbnb.ca/rooms/598699132895948627?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=0c88ec1c-1647-4384-b101-9bfa4b94ec4a,"Partial Ocean View, Full Bed with Balcony",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 private bath,$322 CAD,New
160,https://www.airbnb.ca/rooms/50249652?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=0c88ec1c-1647-4384-b101-9bfa4b94ec4a,Newly Upgraded Studio with Parking,3 guests ·  · Studio ·  · 2 beds ·  · 1 bath,$389 CAD,4.83
161,https://www.airbnb.ca/rooms/15677743?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=4a4a5efd-5909-41b4-a220-4739d60dcf55,Marina Oasis  Full Kitchen/Laundry/Parking Options,4 guests ·  · Studio ·  · 2 beds ·  · 1 bath,$380 CAD,4.62
162,https://www.airbnb.ca/rooms/15823091?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=4a4a5efd-5909-41b4-a220-4739d60dcf55,Fantastic Diamond Head & Ocean Views,2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,$488 CAD,4.75
163,https://www.airbnb.ca/rooms/47223457?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=4a4a5efd-5909-41b4-a220-4739d60dcf55,Marriott Ko Olina Studio  (Mtn View),4 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,$651 CAD,5.0 
164,https://www.airbnb.ca/rooms/49134397?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=4a4a5efd-5909-41b4-a220-4739d60dcf55,2 min walk to Waikiki Beach🐠Most Popular Location,2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,$377 CAD,4.77
165,https://www.airbnb.ca/rooms/51962056?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=4a4a5efd-5909-41b4-a220-4739d60dcf55,✨ Standard Room with 2 Double Beds at  Waikiki beach,4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,$324 CAD,4.58
166,https://www.airbnb.ca/rooms/22985062?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=4a4a5efd-5909-41b4-a220-4739d60dcf55,Manta Ray Suite @Waikiki Banyan (1 Free Parking),6 guests ·  · 1 bedroom ·  · 3 beds ·  · 1 bath,$542 CAD,4.78
167,https://www.airbnb.ca/rooms/724726002890538785?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=4a4a5efd-5909-41b4-a220-4739d60dcf55,37th FL | Beautiful Mountain View | Free Parking,2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,$562 CAD,New
168,https://www.airbnb.ca/rooms/1802856?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=4a4a5efd-5909-41b4-a220-4739d60dcf55,ILIKAI 1734- Deluxe Studio w Lagoon and Ocean View,3 guests ·  · Studio ·  · 3 beds ·  · 1 bath,$712 CAD,4.68
169,https://www.airbnb.ca/rooms/687139513757710232?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=4a4a5efd-5909-41b4-a220-4739d60dcf55,36th Fl Ocean Views | Fully Remodeled | Parking,3 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,$684 CAD,4.8 
170,https://www.airbnb.ca/rooms/41960610?adults=1&check_in=2022-11-02&check_out=2022-11-03&previous_page_section_name=1000&federated_search_id=4a4a5efd-5909-41b4-a220-4739d60dcf55,Beautiful Studio | 15th Floor | Aloha Surf Waikiki,3 guests ·  · Studio ·  · 2 beds ·  · 1 bath,$398 CAD,4.81
